"","north.Species","north.Camr_Nm","north.Latitud","north.Longitd","na.rm"
"58034","Canis latrans","CUM24",9.5763,-83.7927,TRUE
"58035","Canis latrans","CUM24",9.5763,-83.7927,TRUE
"58036","Canis latrans","CUM24",9.5763,-83.7927,TRUE
"58041","Canis latrans","CUM24",9.5763,-83.7927,TRUE
"58051","Canis latrans","CUM24",9.5763,-83.7927,TRUE
"58056","Canis latrans","CUM25",9.5774,-83.789,TRUE
"58071","Canis latrans","CUM25",9.5774,-83.789,TRUE
"58077","Canis latrans","CUM25",9.5774,-83.789,TRUE
"58089","Canis latrans","CUM25",9.5774,-83.789,TRUE
"58109","Canis latrans","CUM25",9.5774,-83.789,TRUE
"58124","Canis latrans","CUM25",9.5774,-83.789,TRUE
"58136","Canis latrans","CUM27",9.5782,-83.7863,TRUE
"58138","Canis latrans","CUM27",9.5782,-83.7863,TRUE
"58140","Canis latrans","CUM27",9.5782,-83.7863,TRUE
"58147","Canis latrans","CUM27",9.5782,-83.7863,TRUE
"58149","Canis latrans","CUM27",9.5782,-83.7863,TRUE
"58150","Canis latrans","CUM27",9.5782,-83.7863,TRUE
"60130","Canis latrans","Lagos6",9.5611,-83.7934,TRUE
"60131","Canis latrans","Lagos6",9.5611,-83.7934,TRUE
"61393","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"61394","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"61395","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"61396","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"61398","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"61464","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61465","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61466","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61497","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61498","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61499","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61683","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61684","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61685","Canis latrans","LM4-5",9.7861,-83.6915,TRUE
"61704","Canis latrans","LM4-5",9.775,-83.682,TRUE
"61709","Canis latrans","LM4-5",9.775,-83.682,TRUE
"61713","Canis latrans","LM4-5",9.775,-83.682,TRUE
"61718","Canis latrans","LM4-5",9.775,-83.682,TRUE
"62202","Canis latrans","LM3",9.7651,-83.6791,TRUE
"62203","Canis latrans","LM3",9.7651,-83.6791,TRUE
"62204","Canis latrans","LM3",9.7651,-83.6791,TRUE
"62205","Canis latrans","LM3",9.7651,-83.6791,TRUE
"63005","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63006","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63007","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63008","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63009","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63010","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63014","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63015","Canis latrans","T1-2",9.729,-83.7763,TRUE
"63016","Canis latrans","T1-2",9.729,-83.7763,TRUE
"64431","Canis latrans","T13-14",9.7082,-83.7917,TRUE
"64449","Canis latrans","T13-14",9.7082,-83.7917,TRUE
"64450","Canis latrans","T13-14",9.7082,-83.7917,TRUE
"64454","Canis latrans","T13-14",9.7082,-83.7917,TRUE
"64499","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64502","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64503","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64507","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64508","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64512","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64513","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64515","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64517","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64520","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64521","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64522","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64523","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64525","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64528","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64529","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64533","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64534","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64535","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64537","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64541","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64544","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64546","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64547","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64548","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64552","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64553","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64556","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64557","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64558","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64559","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64561","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64562","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64564","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64566","Canis latrans","T15-16",9.6872,-83.8686,TRUE
"64804","Canis latrans","T17-18",9.6994,-83.8625,TRUE
"64805","Canis latrans","T17-18",9.6994,-83.8625,TRUE
"64806","Canis latrans","T17-18",9.6994,-83.8625,TRUE
"64807","Canis latrans","T17-18",9.6994,-83.8625,TRUE
"64911","Canis latrans","T19-20",9.712,-83.8577,TRUE
"64912","Canis latrans","T19-20",9.712,-83.8577,TRUE
"64915","Canis latrans","T19-20",9.712,-83.8577,TRUE
"64919","Canis latrans","T19-20",9.712,-83.8577,TRUE
"65036","Canis latrans","T19-20",9.712,-83.8577,TRUE
"65045","Canis latrans","T19-20",9.712,-83.8577,TRUE
"65083","Canis latrans","T19-20",9.712,-83.8577,TRUE
"65142","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65145","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65146","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65149","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65150","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65151","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65153","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65156","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65157","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65158","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65159","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65161","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65166","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65169","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65171","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65174","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65175","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65176","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65178","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65180","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65182","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65183","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65184","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65185","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65186","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65187","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65188","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65190","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65191","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65192","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65196","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65197","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65198","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65199","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65201","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65203","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65206","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65207","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65209","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65214","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65215","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65216","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65220","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65222","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65223","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65226","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65228","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65229","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65231","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65232","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65234","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65235","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65238","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"65476","Canis latrans","T21-22",9.6958,-83.8583,TRUE
"69268","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69271","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69274","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69275","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69278","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69279","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69283","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69284","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69285","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69286","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69288","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69290","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69293","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69294","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69299","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69305","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69307","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69317","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69318","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69319","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69321","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69322","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69326","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69329","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69336","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69337","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69339","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69340","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69341","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69342","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69343","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69344","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69365","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69379","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69392","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69393","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69395","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69400","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69406","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69407","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69418","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69427","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69428","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69436","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69439","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69444","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69449","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69450","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69451","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69456","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69462","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69467","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69468","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69475","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69477","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69478","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69479","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69483","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69485","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69487","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69490","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69493","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69495","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69496","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69497","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69499","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69501","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69502","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69505","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69508","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69509","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69510","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69511","Canis latrans","Torres21",9.5536,-83.777,TRUE
"69512","Canis latrans","Torres22",9.552,-83.7819,TRUE
"69518","Canis latrans","Torres22",9.552,-83.7819,TRUE
"69519","Canis latrans","Torres22",9.552,-83.7819,TRUE
"69520","Canis latrans","Torres22",9.552,-83.7819,TRUE
"70773","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71410","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71492","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71529","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71567","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71649","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71727","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71728","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"71729","Canis latrans","Vueltas27",9.6193,-83.8545,TRUE
"72319","Canis latrans","West3",9.554,-83.8084,TRUE
"72329","Canis latrans","West3",9.554,-83.8084,TRUE
"72344","Canis latrans","West3",9.554,-83.8084,TRUE
"72345","Canis latrans","West3",9.554,-83.8084,TRUE
"72356","Canis latrans","West3",9.554,-83.8084,TRUE
"72358","Canis latrans","West3",9.554,-83.8084,TRUE
"72359","Canis latrans","West3",9.554,-83.8084,TRUE
"72364","Canis latrans","West3",9.554,-83.8084,TRUE
"72369","Canis latrans","West3",9.554,-83.8084,TRUE
"72374","Canis latrans","West3",9.554,-83.8084,TRUE
"72380","Canis latrans","West3",9.554,-83.8084,TRUE
"72383","Canis latrans","West3",9.554,-83.8084,TRUE
"72385","Canis latrans","West4",9.5536,-83.8085,TRUE
"72393","Canis latrans","West4",9.5536,-83.8085,TRUE
"72394","Canis latrans","West4",9.5536,-83.8085,TRUE
"72399","Canis latrans","West4",9.5536,-83.8085,TRUE
"72402","Canis latrans","West4",9.5536,-83.8085,TRUE
"72415","Canis latrans","West4",9.5536,-83.8085,TRUE
"72470","Canis latrans","West2",9.5537,-83.8083,TRUE
"72509","Canis latrans","West2",9.5537,-83.8083,TRUE
"72530","Canis latrans","West2",9.5537,-83.8083,TRUE
"72620","Canis latrans","West2",9.5537,-83.8083,TRUE
"72660","Canis latrans","West2",9.5537,-83.8083,TRUE
"72734","Canis latrans","West23",9.5536,-83.8085,TRUE
"72738","Canis latrans","West23",9.5536,-83.8085,TRUE
"72741","Canis latrans","West23",9.5536,-83.8085,TRUE
"72746","Canis latrans","West23",9.5536,-83.8085,TRUE
"72747","Canis latrans","West23",9.5536,-83.8085,TRUE
"72750","Canis latrans","West23",9.5536,-83.8085,TRUE
"72751","Canis latrans","West23",9.5536,-83.8085,TRUE
"72752","Canis latrans","West23",9.5536,-83.8085,TRUE
"72755","Canis latrans","West23",9.5536,-83.8085,TRUE
"72756","Canis latrans","West23",9.5536,-83.8085,TRUE
"72761","Canis latrans","West23",9.5536,-83.8085,TRUE
"72785","Canis latrans","1",9.551517,-83.7974,TRUE
"72786","Canis latrans","1",9.551517,-83.7974,TRUE
"72787","Canis latrans","1",9.551517,-83.7974,TRUE
"72788","Canis latrans","1",9.551517,-83.7974,TRUE
"72789","Canis latrans","1",9.551517,-83.7974,TRUE
"72790","Canis latrans","1",9.551517,-83.7974,TRUE
"72791","Canis latrans","1",9.551517,-83.7974,TRUE
"72792","Canis latrans","1",9.551517,-83.7974,TRUE
"72793","Canis latrans","1",9.551517,-83.7974,TRUE
"72794","Canis latrans","1",9.551517,-83.7974,TRUE
"72795","Canis latrans","1",9.551517,-83.7974,TRUE
"72796","Canis latrans","1",9.551517,-83.7974,TRUE
"72797","Canis latrans","1",9.551517,-83.7974,TRUE
"72798","Canis latrans","1",9.551517,-83.7974,TRUE
"72799","Canis latrans","1",9.551517,-83.7974,TRUE
"72800","Canis latrans","1",9.551517,-83.7974,TRUE
"72801","Canis latrans","1",9.551517,-83.7974,TRUE
"72802","Canis latrans","1",9.551517,-83.7974,TRUE
"72803","Canis latrans","1",9.551517,-83.7974,TRUE
"72804","Canis latrans","1",9.551517,-83.7974,TRUE
"72805","Canis latrans","1",9.551517,-83.7974,TRUE
"72806","Canis latrans","1",9.551517,-83.7974,TRUE
"72807","Canis latrans","1",9.551517,-83.7974,TRUE
"72808","Canis latrans","1",9.551517,-83.7974,TRUE
"72809","Canis latrans","1",9.551517,-83.7974,TRUE
"72810","Canis latrans","1",9.551517,-83.7974,TRUE
"72811","Canis latrans","1",9.551517,-83.7974,TRUE
"72812","Canis latrans","1",9.551517,-83.7974,TRUE
"72813","Canis latrans","1",9.551517,-83.7974,TRUE
"72814","Canis latrans","1",9.551517,-83.7974,TRUE
"72815","Canis latrans","1",9.551517,-83.7974,TRUE
"72816","Canis latrans","1",9.551517,-83.7974,TRUE
"72817","Canis latrans","1",9.551517,-83.7974,TRUE
"72818","Canis latrans","1",9.551517,-83.7974,TRUE
"72819","Canis latrans","1",9.551517,-83.7974,TRUE
"72820","Canis latrans","1",9.551517,-83.7974,TRUE
"72821","Canis latrans","1",9.551517,-83.7974,TRUE
"72822","Canis latrans","1",9.551517,-83.7974,TRUE
"72823","Canis latrans","1",9.551517,-83.7974,TRUE
"72824","Canis latrans","1",9.551517,-83.7974,TRUE
"72825","Canis latrans","1",9.551517,-83.7974,TRUE
"72826","Canis latrans","1",9.551517,-83.7974,TRUE
"72827","Canis latrans","1",9.551517,-83.7974,TRUE
"72828","Canis latrans","1",9.551517,-83.7974,TRUE
"72829","Canis latrans","1",9.551517,-83.7974,TRUE
"72830","Canis latrans","1",9.551517,-83.7974,TRUE
"72831","Canis latrans","1",9.551517,-83.7974,TRUE
"72832","Canis latrans","1",9.551517,-83.7974,TRUE
"72833","Canis latrans","1",9.551517,-83.7974,TRUE
"72834","Canis latrans","1",9.551517,-83.7974,TRUE
"72835","Canis latrans","1",9.551517,-83.7974,TRUE
"72836","Canis latrans","1",9.551517,-83.7974,TRUE
"72837","Canis latrans","1",9.551517,-83.7974,TRUE
"72838","Canis latrans","1",9.551517,-83.7974,TRUE
"72839","Canis latrans","1",9.551517,-83.7974,TRUE
"72840","Canis latrans","1",9.551517,-83.7974,TRUE
"72841","Canis latrans","1",9.551517,-83.7974,TRUE
"72842","Canis latrans","1",9.551517,-83.7974,TRUE
"72843","Canis latrans","1",9.551517,-83.7974,TRUE
"72844","Canis latrans","1",9.551517,-83.7974,TRUE
"72845","Canis latrans","1",9.551517,-83.7974,TRUE
"72846","Canis latrans","1",9.551517,-83.7974,TRUE
"72847","Canis latrans","1",9.551517,-83.7974,TRUE
"72848","Canis latrans","1",9.551517,-83.7974,TRUE
"72849","Canis latrans","1",9.551517,-83.7974,TRUE
"72850","Canis latrans","1",9.551517,-83.7974,TRUE
"72851","Canis latrans","1",9.551517,-83.7974,TRUE
"72852","Canis latrans","1",9.551517,-83.7974,TRUE
"72853","Canis latrans","1",9.551517,-83.7974,TRUE
"72854","Canis latrans","1",9.551517,-83.7974,TRUE
"72855","Canis latrans","1",9.551517,-83.7974,TRUE
"72856","Canis latrans","1",9.551517,-83.7974,TRUE
"72857","Canis latrans","1",9.551517,-83.7974,TRUE
"72858","Canis latrans","1",9.551517,-83.7974,TRUE
"72859","Canis latrans","1",9.551517,-83.7974,TRUE
"72860","Canis latrans","1",9.551517,-83.7974,TRUE
"72861","Canis latrans","1",9.551517,-83.7974,TRUE
"72862","Canis latrans","1",9.551517,-83.7974,TRUE
"72863","Canis latrans","1",9.551517,-83.7974,TRUE
"72864","Canis latrans","1",9.551517,-83.7974,TRUE
"72865","Canis latrans","1",9.551517,-83.7974,TRUE
"72866","Canis latrans","1",9.551517,-83.7974,TRUE
"72867","Canis latrans","1",9.551517,-83.7974,TRUE
"72868","Canis latrans","1",9.551517,-83.7974,TRUE
"72869","Canis latrans","1",9.551517,-83.7974,TRUE
"72870","Canis latrans","1",9.551517,-83.7974,TRUE
"72871","Canis latrans","1",9.551517,-83.7974,TRUE
"72872","Canis latrans","1",9.551517,-83.7974,TRUE
"72873","Canis latrans","1",9.551517,-83.7974,TRUE
"72874","Canis latrans","1",9.551517,-83.7974,TRUE
"72875","Canis latrans","1",9.551517,-83.7974,TRUE
"72876","Canis latrans","1",9.551517,-83.7974,TRUE
"72877","Canis latrans","1",9.551517,-83.7974,TRUE
"72878","Canis latrans","1",9.551517,-83.7974,TRUE
"72879","Canis latrans","1",9.551517,-83.7974,TRUE
"72880","Canis latrans","1",9.551517,-83.7974,TRUE
"72881","Canis latrans","1",9.551517,-83.7974,TRUE
"72882","Canis latrans","1",9.551517,-83.7974,TRUE
"72883","Canis latrans","1",9.551517,-83.7974,TRUE
"72884","Canis latrans","1",9.551517,-83.7974,TRUE
"72885","Canis latrans","1",9.551517,-83.7974,TRUE
"72886","Canis latrans","1",9.551517,-83.7974,TRUE
"72887","Canis latrans","1",9.551517,-83.7974,TRUE
"72888","Canis latrans","1",9.551517,-83.7974,TRUE
"72889","Canis latrans","1",9.551517,-83.7974,TRUE
"72890","Canis latrans","1",9.551517,-83.7974,TRUE
"72891","Canis latrans","1",9.551517,-83.7974,TRUE
"72892","Canis latrans","1",9.551517,-83.7974,TRUE
"72893","Canis latrans","1",9.551517,-83.7974,TRUE
"72894","Canis latrans","1",9.551517,-83.7974,TRUE
"72895","Canis latrans","1",9.551517,-83.7974,TRUE
"72896","Canis latrans","1",9.551517,-83.7974,TRUE
"72897","Canis latrans","1",9.551517,-83.7974,TRUE
"72898","Canis latrans","1",9.551517,-83.7974,TRUE
"72899","Canis latrans","1",9.551517,-83.7974,TRUE
"72900","Canis latrans","1",9.551517,-83.7974,TRUE
"72901","Canis latrans","1",9.551517,-83.7974,TRUE
"72902","Canis latrans","1",9.551517,-83.7974,TRUE
"72903","Canis latrans","1",9.551517,-83.7974,TRUE
"72904","Canis latrans","1",9.551517,-83.7974,TRUE
"72905","Canis latrans","1",9.551517,-83.7974,TRUE
"72906","Canis latrans","1",9.551517,-83.7974,TRUE
"72907","Canis latrans","1",9.551517,-83.7974,TRUE
"72908","Canis latrans","1",9.551517,-83.7974,TRUE
"72909","Canis latrans","1",9.551517,-83.7974,TRUE
"72910","Canis latrans","1",9.551517,-83.7974,TRUE
"72911","Canis latrans","1",9.551517,-83.7974,TRUE
"72912","Canis latrans","1",9.551517,-83.7974,TRUE
"72913","Canis latrans","1",9.551517,-83.7974,TRUE
"72914","Canis latrans","1",9.551517,-83.7974,TRUE
"72915","Canis latrans","1",9.551517,-83.7974,TRUE
"72916","Canis latrans","1",9.551517,-83.7974,TRUE
"72917","Canis latrans","1",9.551517,-83.7974,TRUE
"72918","Canis latrans","1",9.551517,-83.7974,TRUE
"72919","Canis latrans","1",9.551517,-83.7974,TRUE
"72920","Canis latrans","1",9.551517,-83.7974,TRUE
"72921","Canis latrans","1",9.551517,-83.7974,TRUE
"72922","Canis latrans","1",9.551517,-83.7974,TRUE
"72923","Canis latrans","1",9.551517,-83.7974,TRUE
"72924","Canis latrans","1",9.551517,-83.7974,TRUE
"72925","Canis latrans","1",9.551517,-83.7974,TRUE
"72926","Canis latrans","1",9.551517,-83.7974,TRUE
"72927","Canis latrans","1",9.551517,-83.7974,TRUE
"72928","Canis latrans","1",9.551517,-83.7974,TRUE
"72929","Canis latrans","1",9.551517,-83.7974,TRUE
"72930","Canis latrans","1",9.551517,-83.7974,TRUE
"72931","Canis latrans","1",9.551517,-83.7974,TRUE
"72932","Canis latrans","1",9.551517,-83.7974,TRUE
"72933","Canis latrans","1",9.551517,-83.7974,TRUE
"72934","Canis latrans","1",9.551517,-83.7974,TRUE
"72935","Canis latrans","1",9.551517,-83.7974,TRUE
"72936","Canis latrans","1",9.551517,-83.7974,TRUE
"72937","Canis latrans","1",9.551517,-83.7974,TRUE
"72938","Canis latrans","1",9.551517,-83.7974,TRUE
"72939","Canis latrans","1",9.551517,-83.7974,TRUE
"72940","Canis latrans","1",9.551517,-83.7974,TRUE
"72941","Canis latrans","1",9.551517,-83.7974,TRUE
"72942","Canis latrans","1",9.551517,-83.7974,TRUE
"72943","Canis latrans","1",9.551517,-83.7974,TRUE
"72944","Canis latrans","1",9.551517,-83.7974,TRUE
"72945","Canis latrans","1",9.551517,-83.7974,TRUE
"72946","Canis latrans","1",9.551517,-83.7974,TRUE
"72947","Canis latrans","1",9.551517,-83.7974,TRUE
"72948","Canis latrans","1",9.551517,-83.7974,TRUE
"72949","Canis latrans","1",9.551517,-83.7974,TRUE
"72950","Canis latrans","1",9.551517,-83.7974,TRUE
"72951","Canis latrans","1",9.551517,-83.7974,TRUE
"72952","Canis latrans","1",9.551517,-83.7974,TRUE
"72953","Canis latrans","1",9.551517,-83.7974,TRUE
"72954","Canis latrans","1",9.551517,-83.7974,TRUE
"72955","Canis latrans","1",9.551517,-83.7974,TRUE
"72956","Canis latrans","1",9.551517,-83.7974,TRUE
"72957","Canis latrans","1",9.551517,-83.7974,TRUE
"72958","Canis latrans","1",9.551517,-83.7974,TRUE
"72959","Canis latrans","1",9.551517,-83.7974,TRUE
"72960","Canis latrans","1",9.551517,-83.7974,TRUE
"72961","Canis latrans","1",9.551517,-83.7974,TRUE
"72962","Canis latrans","1",9.551517,-83.7974,TRUE
"72963","Canis latrans","1",9.551517,-83.7974,TRUE
"72964","Canis latrans","1",9.551517,-83.7974,TRUE
"72965","Canis latrans","1",9.551517,-83.7974,TRUE
"72966","Canis latrans","1",9.551517,-83.7974,TRUE
"72967","Canis latrans","1",9.551517,-83.7974,TRUE
"72968","Canis latrans","1",9.551517,-83.7974,TRUE
