"station","species","date","hour"
"CBQTC8","Ateles geoffroyi","3/28/21","16:05:56"
"CBQTC8","Bassaricyon gabbii","2/1/20","19:12:23"
"K02","Bassaricyon gabbii","9/15/19","19:47:10"
"PILA03","Bassaricyon gabbii","7/7/18","22:41:35"
"PILA04","Bassaricyon gabbii","2/10/20","22:00:53"
"K02","Bassariscus sumichrasti","10/21/18","17:31:56"
"K02","Bassariscus sumichrasti","12/2/20","23:33:23"
"K04","Bassariscus sumichrasti","10/24/18","21:34:04"
"K04","Bassariscus sumichrasti","11/14/18","23:07:59"
"K04","Bassariscus sumichrasti","4/23/19","20:53:12"
"K04","Bassariscus sumichrasti","4/25/19","2:43:18"
"K04","Bassariscus sumichrasti","4/28/19","1:13:43"
"K04","Bassariscus sumichrasti","4/29/19","23:05:58"
"K04","Bassariscus sumichrasti","10/10/19","22:42:58"
"K04","Bassariscus sumichrasti","10/12/19","3:57:41"
"K04","Bassariscus sumichrasti","4/24/20","23:00:15"
"K04","Bassariscus sumichrasti","5/25/20","1:57:07"
"K04","Bassariscus sumichrasti","6/18/20","3:21:09"
"K04","Bassariscus sumichrasti","10/8/20","2:25:12"
"K05","Bassariscus sumichrasti","12/4/20","7:34:24"
"K06","Bassariscus sumichrasti","9/15/19","19:46:09"
"PILA02","Bassariscus sumichrasti","12/30/17","19:05:55"
"PILA03","Bassariscus sumichrasti","9/27/18","4:51:04"
"PILA04","Bassariscus sumichrasti","12/27/18","21:41:46"
"PILA04","Bassariscus sumichrasti","1/9/19","18:54:27"
"PILA04","Bassariscus sumichrasti","1/22/19","18:36:07"
"PILA04","Bassariscus sumichrasti","1/28/19","1:01:53"
"PILA08","Bassariscus sumichrasti","12/19/18","0:55:00"
"PILA09","Bassariscus sumichrasti","7/30/20","23:07:20"
"CBQTC5","Canis familiaris","3/16/20","16:24:35"
"CBQTC6","Canis familiaris","10/13/20","6:15:45"
"CBQTC7","Canis latrans","4/18/19","1:55:04"
"CBQTC8","Canis latrans","12/23/20","20:07:42"
"K01","Canis latrans","11/18/19","6:10:45"
"K01","Canis latrans","1/16/20","5:08:17"
"K01","Canis latrans","1/26/20","5:18:30"
"K02","Canis latrans","11/24/18","4:11:26"
"K02","Canis latrans","12/23/20","21:30:45"
"K03","Canis latrans","11/24/18","12:16:40"
"K05","Canis latrans","2/17/19","5:43:46"
"K05","Canis latrans","1/28/21","23:26:50"
"PILA01","Canis latrans","8/24/17","20:51:20"
"PILA01","Canis latrans","1/23/18","23:43:14"
"PILA01","Canis latrans","3/12/20","11:11:40"
"PILA02","Canis latrans","8/24/17","21:11:58"
"PILA02","Canis latrans","8/29/17","6:34:12"
"PILA02","Canis latrans","1/24/18","0:04:35"
"PILA03","Canis latrans","8/24/17","21:50:56"
"PILA03","Canis latrans","8/29/17","6:45:39"
"PILA04","Canis latrans","8/24/17","22:13:51"
"PILA04","Canis latrans","8/29/17","6:59:24"
"PILA05","Canis latrans","8/24/17","22:36:46"
"PILA05","Canis latrans","8/29/17","7:10:52"
"PILA05","Canis latrans","1/24/18","3:28:33"
"CBQTC2","Cebus capucinus","9/25/20","15:48:44"
"PILA01","Cebus capucinus","6/9/18","5:30:11"
"K02","Coendou mexicanus","8/5/18","1:12:10"
"K02","Coendou mexicanus","8/18/18","21:49:47"
"K02","Coendou mexicanus","9/10/18","7:49:44"
"K02","Coendou mexicanus","9/20/18","23:08:56"
"K02","Coendou mexicanus","9/28/18","18:03:26"
"K02","Coendou mexicanus","1/14/19","3:04:58"
"K02","Coendou mexicanus","2/8/19","0:13:45"
"K02","Coendou mexicanus","2/21/19","21:50:56"
"K02","Coendou mexicanus","2/25/19","22:18:19"
"K02","Coendou mexicanus","3/1/19","2:03:46"
"K02","Coendou mexicanus","3/22/19","20:34:15"
"K02","Coendou mexicanus","4/4/19","0:03:56"
"K02","Coendou mexicanus","7/2/19","0:50:25"
"K02","Coendou mexicanus","7/13/19","22:43:27"
"K02","Coendou mexicanus","7/17/19","20:34:57"
"K02","Coendou mexicanus","7/20/19","22:25:15"
"K02","Coendou mexicanus","7/23/19","20:07:48"
"K02","Coendou mexicanus","8/26/19","21:41:46"
"K02","Coendou mexicanus","10/15/19","19:15:05"
"K02","Coendou mexicanus","12/7/19","4:39:36"
"K02","Coendou mexicanus","12/10/19","20:48:42"
"K02","Coendou mexicanus","12/12/19","18:31:32"
"K02","Coendou mexicanus","12/14/19","18:01:45"
"K02","Coendou mexicanus","11/11/20","23:31:51"
"K02","Coendou mexicanus","11/22/20","18:43:26"
"K02","Coendou mexicanus","11/28/20","1:00:07"
"K02","Coendou mexicanus","12/5/20","19:56:16"
"K02","Coendou mexicanus","12/14/20","23:00:24"
"K02","Coendou mexicanus","12/19/20","1:57:29"
"K02","Coendou mexicanus","2/25/21","22:08:05"
"K06","Coendou mexicanus","7/17/19","20:37:35"
"K06","Coendou mexicanus","7/20/19","22:27:36"
"K06","Coendou mexicanus","7/23/19","20:10:05"
"K06","Coendou mexicanus","8/26/19","21:46:21"
"K06","Coendou mexicanus","10/15/19","19:24:15"
"PILA01","Coendou mexicanus","3/18/20","19:38:18"
"CBQTC2","Conepatus semistriatus","2/22/19","21:27:10"
"CBQTC2","Conepatus semistriatus","8/9/20","6:21:01"
"CBQTC2","Conepatus semistriatus","11/29/20","2:55:21"
"CBQTC5","Conepatus semistriatus","11/10/19","2:59:27"
"CBQTC5","Conepatus semistriatus","1/14/20","21:27:39"
"CBQTC5","Conepatus semistriatus","1/25/20","4:37:04"
"CBQTC5","Conepatus semistriatus","1/27/20","22:51:27"
"CBQTC8","Conepatus semistriatus","12/7/18","10:42:03"
"CBQTC8","Conepatus semistriatus","12/21/18","13:37:24"
"CBQTC8","Conepatus semistriatus","2/20/19","19:13:49"
"K01","Conepatus semistriatus","11/26/18","3:27:30"
"K01","Conepatus semistriatus","1/27/19","20:46:32"
"K01","Conepatus semistriatus","1/29/19","5:03:48"
"K01","Conepatus semistriatus","1/31/19","19:40:18"
"K01","Conepatus semistriatus","12/20/19","4:44:55"
"K01","Conepatus semistriatus","6/8/20","23:25:22"
"K01","Conepatus semistriatus","10/14/20","2:02:14"
"K02","Conepatus semistriatus","3/3/19","23:15:17"
"K02","Conepatus semistriatus","9/11/19","19:01:20"
"K03","Conepatus semistriatus","1/4/20","4:25:51"
"K03","Conepatus semistriatus","7/5/20","4:01:04"
"K04","Conepatus semistriatus","12/16/18","20:59:40"
"K04","Conepatus semistriatus","3/31/20","22:13:23"
"K04","Conepatus semistriatus","6/3/20","2:01:22"
"K04","Conepatus semistriatus","6/6/20","18:21:59"
"K06","Conepatus semistriatus","9/11/19","19:02:26"
"PILA01","Conepatus semistriatus","7/19/17","4:23:34"
"PILA01","Conepatus semistriatus","7/31/17","1:29:23"
"PILA01","Conepatus semistriatus","10/14/17","0:43:22"
"PILA01","Conepatus semistriatus","10/29/17","2:05:51"
"PILA01","Conepatus semistriatus","11/15/17","20:53:38"
"PILA01","Conepatus semistriatus","2/5/18","21:46:21"
"PILA01","Conepatus semistriatus","3/1/18","4:32:44"
"PILA01","Conepatus semistriatus","5/30/18","2:31:16"
"PILA01","Conepatus semistriatus","8/31/18","23:31:43"
"PILA01","Conepatus semistriatus","11/6/18","1:29:23"
"PILA01","Conepatus semistriatus","12/31/18","23:29:29"
"PILA01","Conepatus semistriatus","5/3/19","21:21:08"
"PILA01","Conepatus semistriatus","4/5/20","19:47:52"
"PILA02","Conepatus semistriatus","6/29/17","18:40:42"
"PILA02","Conepatus semistriatus","7/11/17","4:05:14"
"PILA02","Conepatus semistriatus","8/31/17","4:16:41"
"PILA02","Conepatus semistriatus","9/26/17","2:03:46"
"PILA02","Conepatus semistriatus","9/28/17","2:22:06"
"PILA02","Conepatus semistriatus","9/30/17","3:10:13"
"PILA02","Conepatus semistriatus","10/20/17","19:38:00"
"PILA02","Conepatus semistriatus","10/26/17","4:00:39"
"PILA02","Conepatus semistriatus","10/30/17","0:10:59"
"PILA02","Conepatus semistriatus","7/29/18","1:29:56"
"PILA02","Conepatus semistriatus","8/16/18","20:36:40"
"PILA02","Conepatus semistriatus","9/27/18","4:25:51"
"PILA02","Conepatus semistriatus","9/28/18","23:01:58"
"PILA02","Conepatus semistriatus","6/3/19","23:45:31"
"PILA02","Conepatus semistriatus","8/24/20","22:29:41"
"PILA03","Conepatus semistriatus","8/12/18","19:58:20"
"PILA04","Conepatus semistriatus","7/21/18","4:25:00"
"PILA04","Conepatus semistriatus","4/7/19","0:06:53"
"PILA05","Conepatus semistriatus","7/27/17","21:11:58"
"PILA05","Conepatus semistriatus","8/2/18","4:20:25"
"PILA05","Conepatus semistriatus","5/6/19","23:56:59"
"PILA05","Conepatus semistriatus","4/7/20","2:25:43"
"PILA07","Conepatus semistriatus","4/2/20","2:18:58"
"PILA09","Conepatus semistriatus","3/20/19","23:59:16"
"PILA09","Conepatus semistriatus","3/22/19","4:18:59"
"PILA09","Conepatus semistriatus","1/4/20","18:36:06"
"PILA09","Conepatus semistriatus","2/25/20","3:01:37"
"PILA09","Conepatus semistriatus","5/7/20","3:37:19"
"CBQTC1","Cuniculus paca","1/31/17","6:56:57"
"CBQTC1","Cuniculus paca","2/2/17","4:49:51"
"CBQTC1","Cuniculus paca","2/3/17","6:53:31"
"CBQTC1","Cuniculus paca","2/9/17","5:40:33"
"CBQTC1","Cuniculus paca","9/18/20","3:34:57"
"CBQTC2","Cuniculus paca","11/30/20","23:13:57"
"CBQTC5","Cuniculus paca","3/18/19","18:28:46"
"CBQTC5","Cuniculus paca","3/30/19","21:12:42"
"CBQTC5","Cuniculus paca","4/2/19","2:23:36"
"CBQTC5","Cuniculus paca","4/12/19","0:47:12"
"CBQTC5","Cuniculus paca","4/27/19","18:28:27"
"CBQTC5","Cuniculus paca","5/3/19","23:57:09"
"CBQTC5","Cuniculus paca","5/9/19","0:37:17"
"CBQTC5","Cuniculus paca","5/10/19","2:20:03"
"CBQTC5","Cuniculus paca","5/17/19","3:47:52"
"CBQTC5","Cuniculus paca","5/21/19","21:14:32"
"CBQTC5","Cuniculus paca","6/8/19","1:50:16"
"CBQTC5","Cuniculus paca","6/20/19","19:01:08"
"CBQTC5","Cuniculus paca","11/23/19","21:01:32"
"CBQTC5","Cuniculus paca","11/27/19","2:01:35"
"CBQTC5","Cuniculus paca","12/3/19","1:07:06"
"CBQTC5","Cuniculus paca","12/4/19","3:07:02"
"CBQTC5","Cuniculus paca","12/8/19","4:24:28"
"CBQTC5","Cuniculus paca","1/11/20","20:48:05"
"CBQTC5","Cuniculus paca","2/2/20","1:14:11"
"CBQTC5","Cuniculus paca","3/14/20","19:18:13"
"CBQTC5","Cuniculus paca","4/20/20","20:07:29"
"CBQTC5","Cuniculus paca","4/25/20","0:09:12"
"CBQTC5","Cuniculus paca","5/14/20","22:16:32"
"CBQTC5","Cuniculus paca","5/15/20","23:53:14"
"CBQTC5","Cuniculus paca","5/19/20","23:24:44"
"CBQTC5","Cuniculus paca","5/22/20","2:16:57"
"CBQTC5","Cuniculus paca","9/26/20","1:29:37"
"CBQTC5","Cuniculus paca","12/12/20","20:05:31"
"CBQTC5","Cuniculus paca","1/4/21","19:03:18"
"CBQTC5","Cuniculus paca","3/11/21","19:48:09"
"CBQTC6","Cuniculus paca","6/6/20","19:09:43"
"CBQTC6","Cuniculus paca","6/7/20","20:34:31"
"CBQTC6","Cuniculus paca","6/9/20","18:40:33"
"CBQTC6","Cuniculus paca","6/12/20","19:00:56"
"CBQTC6","Cuniculus paca","6/16/20","19:11:19"
"CBQTC6","Cuniculus paca","6/17/20","21:32:18"
"CBQTC6","Cuniculus paca","8/10/20","21:40:22"
"CBQTC6","Cuniculus paca","9/9/20","20:11:39"
"CBQTC6","Cuniculus paca","10/17/20","20:48:22"
"CBQTC7","Cuniculus paca","1/26/20","22:31:14"
"CBQTC7","Cuniculus paca","1/29/20","0:50:32"
"CBQTC7","Cuniculus paca","2/1/20","1:30:59"
"CBQTC7","Cuniculus paca","2/2/20","2:31:10"
"CBQTC7","Cuniculus paca","2/4/20","3:42:02"
"CBQTC7","Cuniculus paca","2/11/20","19:45:09"
"CBQTC7","Cuniculus paca","2/28/20","1:02:50"
"CBQTC7","Cuniculus paca","3/18/20","22:52:19"
"CBQTC7","Cuniculus paca","3/23/20","21:29:32"
"CBQTC7","Cuniculus paca","3/28/20","21:26:49"
"CBQTC7","Cuniculus paca","4/17/20","20:39:15"
"CBQTC7","Cuniculus paca","4/23/20","20:40:22"
"CBQTC7","Cuniculus paca","5/1/20","2:19:34"
"CBQTC7","Cuniculus paca","5/17/20","22:23:49"
"CBQTC7","Cuniculus paca","5/20/20","0:46:56"
"CBQTC7","Cuniculus paca","5/22/20","22:37:50"
"CBQTC7","Cuniculus paca","5/24/20","21:04:09"
"CBQTC7","Cuniculus paca","5/29/20","23:03:29"
"CBQTC7","Cuniculus paca","5/31/20","3:46:55"
"CBQTC7","Cuniculus paca","6/4/20","1:54:13"
"CBQTC7","Cuniculus paca","6/24/20","3:24:34"
"CBQTC7","Cuniculus paca","6/29/20","2:48:06"
"CBQTC7","Cuniculus paca","9/15/20","21:21:06"
"CBQTC7","Cuniculus paca","10/14/20","19:03:15"
"CBQTC7","Cuniculus paca","10/16/20","0:21:56"
"CBQTC7","Cuniculus paca","10/17/20","20:14:43"
"CBQTC7","Cuniculus paca","10/20/20","18:55:36"
"CBQTC7","Cuniculus paca","10/22/20","21:52:30"
"CBQTC7","Cuniculus paca","10/24/20","2:33:44"
"CBQTC7","Cuniculus paca","11/12/20","20:18:38"
"CBQTC7","Cuniculus paca","11/14/20","1:55:28"
"CBQTC7","Cuniculus paca","11/18/20","1:46:01"
"CBQTC7","Cuniculus paca","11/20/20","1:39:34"
"CBQTC7","Cuniculus paca","12/2/20","20:14:43"
"CBQTC7","Cuniculus paca","12/6/20","18:02:13"
"CBQTC7","Cuniculus paca","12/10/20","22:46:21"
"CBQTC7","Cuniculus paca","12/13/20","1:29:08"
"CBQTC7","Cuniculus paca","12/15/20","0:31:40"
"CBQTC7","Cuniculus paca","12/20/20","3:37:44"
"CBQTC7","Cuniculus paca","12/22/20","0:29:39"
"CBQTC7","Cuniculus paca","12/25/20","3:35:43"
"CBQTC7","Cuniculus paca","12/27/20","3:48:21"
"CBQTC7","Cuniculus paca","12/31/20","18:12:10"
"CBQTC7","Cuniculus paca","1/2/21","20:34:20"
"CBQTC7","Cuniculus paca","1/3/21","20:47:41"
"CBQTC7","Cuniculus paca","1/4/21","22:32:47"
"CBQTC7","Cuniculus paca","1/6/21","18:50:53"
"CBQTC7","Cuniculus paca","1/8/21","19:30:34"
"CBQTC7","Cuniculus paca","1/24/21","3:15:54"
"CBQTC7","Cuniculus paca","1/26/21","4:01:35"
"CBQTC7","Cuniculus paca","1/27/21","18:58:38"
"CBQTC7","Cuniculus paca","1/30/21","18:42:05"
"CBQTC7","Cuniculus paca","2/3/21","19:41:14"
"CBQTC7","Cuniculus paca","2/9/21","3:30:54"
"CBQTC7","Cuniculus paca","2/11/21","0:35:58"
"CBQTC7","Cuniculus paca","2/16/21","22:50:59"
"CBQTC7","Cuniculus paca","2/18/21","23:35:16"
"CBQTC7","Cuniculus paca","2/21/21","3:02:00"
"CBQTC7","Cuniculus paca","2/23/21","4:01:06"
"CBQTC7","Cuniculus paca","2/28/21","18:43:15"
"CBQTC7","Cuniculus paca","3/2/21","19:01:14"
"CBQTC7","Cuniculus paca","3/3/21","20:08:06"
"CBQTC7","Cuniculus paca","3/8/21","21:49:16"
"CBQTC7","Cuniculus paca","3/11/21","18:42:49"
"CBQTC8","Cuniculus paca","1/1/17","13:27:51"
"CBQTC8","Cuniculus paca","1/3/17","14:19:28"
"CBQTC8","Cuniculus paca","1/6/17","13:44:17"
"CBQTC8","Cuniculus paca","1/9/17","10:27:58"
"CBQTC8","Cuniculus paca","1/17/17","17:14:42"
"CBQTC8","Cuniculus paca","1/30/17","12:05:33"
"CBQTC8","Cuniculus paca","11/28/18","9:20:50"
"CBQTC8","Cuniculus paca","12/14/18","14:29:23"
"CBQTC8","Cuniculus paca","3/31/19","23:56:18"
"CBQTC8","Cuniculus paca","4/10/19","0:00:56"
"CBQTC8","Cuniculus paca","4/25/19","18:59:40"
"CBQTC8","Cuniculus paca","4/29/19","21:03:10"
"CBQTC8","Cuniculus paca","5/5/19","22:52:42"
"CBQTC8","Cuniculus paca","5/10/19","0:45:08"
"CBQTC8","Cuniculus paca","5/13/19","2:40:59"
"CBQTC8","Cuniculus paca","11/26/19","20:13:12"
"CBQTC8","Cuniculus paca","12/3/19","23:30:59"
"CBQTC8","Cuniculus paca","4/14/20","19:07:40"
"CBQTC8","Cuniculus paca","5/21/20","21:54:08"
"CBQTC8","Cuniculus paca","5/23/20","22:35:28"
"CBQTC8","Cuniculus paca","5/25/20","23:12:03"
"CBQTC8","Cuniculus paca","5/27/20","22:01:15"
"CBQTC8","Cuniculus paca","5/30/20","1:10:03"
"CBQTC8","Cuniculus paca","6/10/20","19:58:06"
"CBQTC8","Cuniculus paca","6/15/20","22:01:29"
"CBQTC8","Cuniculus paca","6/22/20","0:32:09"
"CBQTC8","Cuniculus paca","6/27/20","23:40:18"
"CBQTC8","Cuniculus paca","7/13/20","20:33:28"
"CBQTC8","Cuniculus paca","7/19/20","19:40:04"
"CBQTC8","Cuniculus paca","8/20/20","23:56:43"
"CBQTC8","Cuniculus paca","9/6/20","20:51:56"
"CBQTC8","Cuniculus paca","10/8/20","19:10:27"
"CBQTC8","Cuniculus paca","10/19/20","22:18:44"
"CBQTC8","Cuniculus paca","11/11/20","19:29:24"
"CBQTC8","Cuniculus paca","12/7/20","22:18:50"
"CBQTC8","Cuniculus paca","12/11/20","2:31:20"
"K01","Cuniculus paca","3/24/19","20:12:23"
"K01","Cuniculus paca","4/28/19","21:29:01"
"K01","Cuniculus paca","4/30/19","21:19:45"
"K01","Cuniculus paca","5/4/19","23:37:05"
"K01","Cuniculus paca","5/8/19","21:25:18"
"K01","Cuniculus paca","4/17/20","20:45:02"
"K01","Cuniculus paca","5/14/20","22:00:26"
"K04","Cuniculus paca","4/10/19","23:56:59"
"K04","Cuniculus paca","4/28/19","20:08:19"
"K04","Cuniculus paca","4/16/20","23:40:23"
"PILA01","Cuniculus paca","6/2/17","0:52:43"
"PILA01","Cuniculus paca","6/16/17","20:07:48"
"PILA01","Cuniculus paca","6/23/17","23:54:41"
"PILA01","Cuniculus paca","7/5/17","2:47:18"
"PILA01","Cuniculus paca","7/11/17","19:19:40"
"PILA01","Cuniculus paca","7/13/17","19:28:50"
"PILA01","Cuniculus paca","7/15/17","19:40:18"
"PILA01","Cuniculus paca","7/16/17","22:55:06"
"PILA01","Cuniculus paca","7/19/17","23:24:54"
"PILA01","Cuniculus paca","7/23/17","19:10:30"
"PILA01","Cuniculus paca","7/25/17","19:10:30"
"PILA01","Cuniculus paca","7/26/17","23:08:51"
"PILA01","Cuniculus paca","7/28/17","19:58:38"
"PILA01","Cuniculus paca","7/30/17","22:45:56"
"PILA01","Cuniculus paca","8/2/17","0:57:18"
"PILA01","Cuniculus paca","8/5/17","0:45:50"
"PILA01","Cuniculus paca","8/11/17","18:43:00"
"PILA01","Cuniculus paca","8/13/17","19:49:28"
"PILA01","Cuniculus paca","8/15/17","22:36:46"
"PILA01","Cuniculus paca","8/20/17","22:55:06"
"PILA01","Cuniculus paca","8/24/17","3:21:41"
"PILA01","Cuniculus paca","8/29/17","1:11:03"
"PILA01","Cuniculus paca","9/1/17","0:36:40"
"PILA01","Cuniculus paca","9/2/17","4:30:26"
"PILA01","Cuniculus paca","9/7/17","18:36:07"
"PILA01","Cuniculus paca","9/10/17","18:20:05"
"PILA01","Cuniculus paca","9/11/17","20:23:50"
"PILA01","Cuniculus paca","9/14/17","23:27:11"
"PILA01","Cuniculus paca","9/16/17","20:07:48"
"PILA01","Cuniculus paca","9/19/17","23:38:39"
"PILA01","Cuniculus paca","12/8/17","20:21:33"
"PILA01","Cuniculus paca","12/9/17","22:43:38"
"PILA01","Cuniculus paca","12/11/17","23:15:44"
"PILA01","Cuniculus paca","12/13/17","0:06:53"
"PILA01","Cuniculus paca","12/18/17","22:39:03"
"PILA01","Cuniculus paca","1/5/18","19:33:25"
"PILA01","Cuniculus paca","1/8/18","19:17:22"
"PILA01","Cuniculus paca","1/11/18","0:06:53"
"PILA01","Cuniculus paca","1/15/18","21:44:03"
"PILA01","Cuniculus paca","1/19/18","21:25:43"
"PILA01","Cuniculus paca","2/3/18","18:43:00"
"PILA01","Cuniculus paca","2/7/18","20:44:28"
"PILA01","Cuniculus paca","2/11/18","18:47:35"
"PILA01","Cuniculus paca","2/21/18","1:29:23"
"PILA01","Cuniculus paca","2/27/18","2:56:28"
"PILA01","Cuniculus paca","3/18/18","18:54:27"
"PILA01","Cuniculus paca","4/10/18","18:36:07"
"PILA01","Cuniculus paca","4/11/18","23:06:33"
"PILA01","Cuniculus paca","5/6/18","18:29:15"
"PILA01","Cuniculus paca","5/8/18","2:22:06"
"PILA01","Cuniculus paca","5/10/18","0:57:18"
"PILA01","Cuniculus paca","5/12/18","20:14:40"
"PILA01","Cuniculus paca","5/14/18","1:56:53"
"PILA01","Cuniculus paca","5/17/18","20:00:55"
"PILA01","Cuniculus paca","5/22/18","2:08:21"
"PILA01","Cuniculus paca","5/25/18","3:12:31"
"PILA01","Cuniculus paca","5/30/18","21:35:49"
"PILA01","Cuniculus paca","6/1/18","20:07:00"
"PILA01","Cuniculus paca","6/5/18","18:36:22"
"PILA01","Cuniculus paca","6/8/18","0:56:53"
"PILA01","Cuniculus paca","6/10/18","20:23:09"
"PILA01","Cuniculus paca","6/14/18","20:23:41"
"PILA01","Cuniculus paca","6/15/18","22:45:52"
"PILA01","Cuniculus paca","6/17/18","1:16:36"
"PILA01","Cuniculus paca","6/18/18","19:31:08"
"PILA01","Cuniculus paca","6/19/18","22:22:39"
"PILA01","Cuniculus paca","6/23/18","3:54:20"
"PILA01","Cuniculus paca","6/29/18","18:41:55"
"PILA01","Cuniculus paca","7/3/18","18:36:06"
"PILA01","Cuniculus paca","7/4/18","20:06:14"
"PILA01","Cuniculus paca","7/7/18","0:24:40"
"PILA01","Cuniculus paca","7/10/18","19:33:57"
"PILA01","Cuniculus paca","7/14/18","20:26:27"
"PILA01","Cuniculus paca","7/16/18","1:36:42"
"PILA01","Cuniculus paca","7/18/18","21:39:25"
"PILA01","Cuniculus paca","7/27/18","20:53:48"
"PILA01","Cuniculus paca","7/29/18","20:58:01"
"PILA01","Cuniculus paca","7/31/18","21:13:45"
"PILA01","Cuniculus paca","8/2/18","18:58:20"
"PILA01","Cuniculus paca","8/4/18","0:32:44"
"PILA01","Cuniculus paca","8/7/18","23:52:02"
"PILA01","Cuniculus paca","8/13/18","19:01:19"
"PILA01","Cuniculus paca","8/15/18","21:15:17"
"PILA01","Cuniculus paca","8/31/18","18:14:37"
"PILA01","Cuniculus paca","9/1/18","18:23:01"
"PILA01","Cuniculus paca","9/6/18","23:56:02"
"PILA01","Cuniculus paca","9/10/18","18:21:09"
"PILA01","Cuniculus paca","9/13/18","22:06:16"
"PILA01","Cuniculus paca","9/15/18","21:07:48"
"PILA01","Cuniculus paca","10/1/18","20:26:08"
"PILA01","Cuniculus paca","10/9/18","18:17:47"
"PILA01","Cuniculus paca","10/16/18","21:00:30"
"PILA01","Cuniculus paca","11/22/18","17:48:00"
"PILA01","Cuniculus paca","12/6/18","18:04:02"
"PILA01","Cuniculus paca","12/8/18","18:04:02"
"PILA01","Cuniculus paca","12/18/18","0:11:28"
"PILA01","Cuniculus paca","12/19/18","20:33:00"
"PILA01","Cuniculus paca","12/22/18","20:07:48"
"PILA01","Cuniculus paca","12/26/18","18:13:12"
"PILA01","Cuniculus paca","12/29/18","1:17:55"
"PILA01","Cuniculus paca","1/9/19","18:26:57"
"PILA01","Cuniculus paca","2/2/19","18:45:17"
"PILA01","Cuniculus paca","2/24/19","23:06:33"
"PILA01","Cuniculus paca","3/4/19","18:43:00"
"PILA01","Cuniculus paca","3/13/19","1:56:53"
"PILA01","Cuniculus paca","3/14/19","2:08:21"
"PILA01","Cuniculus paca","3/18/19","1:33:58"
"PILA01","Cuniculus paca","3/19/19","19:21:58"
"PILA01","Cuniculus paca","3/23/19","20:55:55"
"PILA01","Cuniculus paca","3/25/19","22:25:18"
"PILA01","Cuniculus paca","3/31/19","2:08:21"
"PILA01","Cuniculus paca","4/3/19","1:04:10"
"PILA01","Cuniculus paca","4/5/19","0:43:33"
"PILA01","Cuniculus paca","4/6/19","18:43:00"
"PILA01","Cuniculus paca","4/10/19","18:45:17"
"PILA01","Cuniculus paca","4/11/19","18:49:52"
"PILA01","Cuniculus paca","4/16/19","2:35:51"
"PILA01","Cuniculus paca","4/18/19","21:37:11"
"PILA01","Cuniculus paca","4/20/19","18:29:15"
"PILA01","Cuniculus paca","4/22/19","21:39:28"
"PILA01","Cuniculus paca","4/26/19","19:05:55"
"PILA01","Cuniculus paca","4/29/19","19:08:12"
"PILA01","Cuniculus paca","5/7/19","2:38:08"
"PILA01","Cuniculus paca","5/8/19","20:51:20"
"PILA01","Cuniculus paca","5/11/19","23:34:04"
"PILA01","Cuniculus paca","6/1/19","20:16:58"
"PILA01","Cuniculus paca","6/2/19","20:58:13"
"PILA01","Cuniculus paca","6/3/19","23:34:04"
"PILA01","Cuniculus paca","6/6/19","0:27:30"
"PILA01","Cuniculus paca","6/7/19","18:56:45"
"PILA01","Cuniculus paca","6/8/19","20:03:13"
"PILA01","Cuniculus paca","6/10/19","0:25:13"
"PILA01","Cuniculus paca","6/12/19","2:38:08"
"PILA01","Cuniculus paca","6/13/19","3:30:51"
"PILA01","Cuniculus paca","6/14/19","18:36:07"
"PILA01","Cuniculus paca","6/18/19","19:05:55"
"PILA01","Cuniculus paca","6/21/19","22:55:06"
"PILA01","Cuniculus paca","12/1/19","19:56:10"
"PILA01","Cuniculus paca","12/14/19","20:51:25"
"PILA01","Cuniculus paca","1/28/20","21:23:55"
"PILA01","Cuniculus paca","1/31/20","21:47:22"
"PILA01","Cuniculus paca","3/20/20","21:59:23"
"PILA01","Cuniculus paca","4/12/20","19:48:11"
"PILA01","Cuniculus paca","4/15/20","2:22:08"
"PILA01","Cuniculus paca","4/20/20","22:03:40"
"PILA01","Cuniculus paca","4/23/20","22:10:28"
"PILA01","Cuniculus paca","4/30/20","1:25:01"
"PILA01","Cuniculus paca","5/16/20","18:33:19"
"PILA01","Cuniculus paca","5/18/20","22:27:10"
"PILA01","Cuniculus paca","5/28/20","19:48:47"
"PILA01","Cuniculus paca","5/29/20","23:21:33"
"PILA01","Cuniculus paca","5/30/20","23:49:03"
"PILA01","Cuniculus paca","6/1/20","18:34:35"
"PILA01","Cuniculus paca","6/4/20","22:49:11"
"PILA01","Cuniculus paca","6/6/20","19:01:15"
"PILA01","Cuniculus paca","6/23/20","21:55:16"
"PILA01","Cuniculus paca","6/24/20","23:57:46"
"PILA01","Cuniculus paca","6/27/20","0:55:19"
"PILA01","Cuniculus paca","6/28/20","21:49:35"
"PILA01","Cuniculus paca","6/30/20","1:29:08"
"PILA01","Cuniculus paca","7/2/20","3:21:15"
"PILA01","Cuniculus paca","7/4/20","18:59:24"
"PILA01","Cuniculus paca","7/8/20","20:20:21"
"PILA01","Cuniculus paca","7/10/20","21:44:37"
"PILA01","Cuniculus paca","7/12/20","20:57:05"
"PILA01","Cuniculus paca","7/15/20","1:05:25"
"PILA01","Cuniculus paca","7/17/20","21:14:29"
"PILA01","Cuniculus paca","7/19/20","19:56:17"
"PILA01","Cuniculus paca","7/22/20","19:37:39"
"PILA01","Cuniculus paca","7/24/20","23:37:38"
"PILA01","Cuniculus paca","7/27/20","21:44:07"
