"station","species","date","hour"
"CBQTC1","Tapirus bairdii","4/2/19","15:27:50"
"CBQTC1","Tapirus bairdii","11/21/19","0:20:22"
"CBQTC1","Tapirus bairdii","9/17/20","19:28:26"
"CBQTC1","Tapirus bairdii","9/21/20","0:05:21"
"CBQTC2","Tapirus bairdii","8/7/20","18:22:08"
"CBQTC2","Tapirus bairdii","11/1/20","0:21:16"
"CBQTC5","Tapirus bairdii","2/19/19","17:30:28"
"CBQTC5","Tapirus bairdii","2/22/19","20:55:28"
"CBQTC5","Tapirus bairdii","3/22/19","2:34:26"
"CBQTC5","Tapirus bairdii","3/28/19","0:14:32"
"CBQTC5","Tapirus bairdii","4/14/19","17:46:17"
"CBQTC5","Tapirus bairdii","4/30/19","21:14:59"
"CBQTC5","Tapirus bairdii","6/21/19","3:19:58"
"CBQTC5","Tapirus bairdii","7/3/19","2:11:42"
"CBQTC5","Tapirus bairdii","11/12/19","19:01:24"
"CBQTC5","Tapirus bairdii","12/1/19","20:18:35"
"CBQTC5","Tapirus bairdii","1/23/20","4:50:37"
"CBQTC5","Tapirus bairdii","3/2/20","17:26:08"
"CBQTC5","Tapirus bairdii","3/18/20","15:50:55"
"CBQTC5","Tapirus bairdii","10/30/20","21:46:39"
"CBQTC6","Tapirus bairdii","2/20/19","3:33:26"
"CBQTC6","Tapirus bairdii","4/24/19","21:20:28"
"CBQTC6","Tapirus bairdii","5/2/19","22:47:31"
"CBQTC6","Tapirus bairdii","6/2/19","20:10:24"
"CBQTC6","Tapirus bairdii","6/18/19","19:58:07"
"CBQTC6","Tapirus bairdii","11/18/19","2:06:27"
"CBQTC6","Tapirus bairdii","11/20/19","17:24:40"
"CBQTC6","Tapirus bairdii","11/25/19","2:31:00"
"CBQTC6","Tapirus bairdii","12/12/19","1:25:59"
"CBQTC6","Tapirus bairdii","12/20/19","2:36:32"
"CBQTC6","Tapirus bairdii","1/1/20","20:55:54"
"CBQTC6","Tapirus bairdii","1/5/20","3:01:38"
"CBQTC6","Tapirus bairdii","1/7/20","18:52:21"
"CBQTC6","Tapirus bairdii","1/16/20","1:51:54"
"CBQTC6","Tapirus bairdii","1/25/20","1:18:41"
"CBQTC6","Tapirus bairdii","2/6/20","0:01:31"
"CBQTC6","Tapirus bairdii","2/14/20","21:25:39"
"CBQTC6","Tapirus bairdii","6/9/20","18:07:42"
"CBQTC6","Tapirus bairdii","7/15/20","20:15:56"
"CBQTC6","Tapirus bairdii","8/23/20","22:47:55"
"CBQTC6","Tapirus bairdii","8/27/20","21:17:36"
"CBQTC6","Tapirus bairdii","9/3/20","0:44:26"
"CBQTC6","Tapirus bairdii","9/7/20","20:02:27"
"CBQTC6","Tapirus bairdii","9/29/20","18:53:47"
"CBQTC6","Tapirus bairdii","10/2/20","19:31:40"
"CBQTC6","Tapirus bairdii","10/16/20","5:27:55"
"CBQTC6","Tapirus bairdii","1/9/21","6:14:57"
"CBQTC6","Tapirus bairdii","1/12/21","1:42:38"
"CBQTC6","Tapirus bairdii","1/16/21","18:41:16"
"CBQTC7","Tapirus bairdii","4/21/20","20:31:53"
"CBQTC8","Tapirus bairdii","1/5/17","10:35:00"
"CBQTC8","Tapirus bairdii","1/14/17","12:28:07"
"CBQTC8","Tapirus bairdii","12/1/18","18:08:26"
"CBQTC8","Tapirus bairdii","12/9/18","16:18:19"
"CBQTC8","Tapirus bairdii","12/27/18","13:59:56"
"CBQTC8","Tapirus bairdii","2/21/19","19:51:24"
"CBQTC8","Tapirus bairdii","3/22/19","0:52:12"
"CBQTC8","Tapirus bairdii","4/9/19","19:03:41"
"CBQTC8","Tapirus bairdii","4/22/19","5:27:28"
"CBQTC8","Tapirus bairdii","10/30/19","17:03:24"
"CBQTC8","Tapirus bairdii","2/5/20","3:10:37"
"CBQTC8","Tapirus bairdii","3/29/20","16:34:34"
"CBQTC8","Tapirus bairdii","6/18/20","23:05:29"
"CBQTC8","Tapirus bairdii","6/22/20","17:37:38"
"CBQTC8","Tapirus bairdii","6/29/20","3:33:36"
"CBQTC8","Tapirus bairdii","7/6/20","23:55:23"
"CBQTC8","Tapirus bairdii","7/12/20","2:46:32"
"CBQTC8","Tapirus bairdii","8/2/20","3:51:49"
"CBQTC8","Tapirus bairdii","10/10/20","19:42:08"
"CBQTC8","Tapirus bairdii","12/31/20","18:46:54"
"CBQTC8","Tapirus bairdii","2/21/21","16:48:48"
"CBQTC8","Tapirus bairdii","2/26/21","18:20:12"
"CBQTC8","Tapirus bairdii","3/1/21","19:03:28"
"CBQTC8","Tapirus bairdii","3/27/21","1:13:56"
"CBQTC8","Tapirus bairdii","4/16/21","4:01:27"
"K01","Tapirus bairdii","12/15/18","21:36:18"
"K01","Tapirus bairdii","1/4/19","20:51:20"
"K01","Tapirus bairdii","1/11/19","18:13:12"
"K01","Tapirus bairdii","2/3/19","0:50:25"
"K01","Tapirus bairdii","4/6/19","22:34:28"
"K01","Tapirus bairdii","6/27/19","2:56:28"
"K01","Tapirus bairdii","6/28/19","19:09:39"
"K01","Tapirus bairdii","7/18/19","21:14:15"
"K01","Tapirus bairdii","8/12/19","19:40:18"
"K01","Tapirus bairdii","11/23/19","21:11:58"
"K01","Tapirus bairdii","2/29/20","0:47:09"
"K01","Tapirus bairdii","3/20/20","18:39:50"
"K01","Tapirus bairdii","3/23/20","1:35:42"
"K01","Tapirus bairdii","3/27/20","22:28:47"
"K01","Tapirus bairdii","3/30/20","20:30:59"
"K01","Tapirus bairdii","4/1/20","5:16:18"
"K01","Tapirus bairdii","6/27/20","1:56:17"
"K01","Tapirus bairdii","8/12/20","2:14:55"
"K01","Tapirus bairdii","10/7/20","4:28:08"
"K02","Tapirus bairdii","7/19/18","17:36:29"
"K02","Tapirus bairdii","7/21/18","5:19:50"
"K02","Tapirus bairdii","7/22/18","20:33:13"
"K02","Tapirus bairdii","8/7/18","12:39:10"
"K02","Tapirus bairdii","8/16/18","4:48:19"
"K02","Tapirus bairdii","8/20/18","20:54:26"
"K02","Tapirus bairdii","8/23/18","4:40:11"
"K02","Tapirus bairdii","9/20/18","3:15:02"
"K02","Tapirus bairdii","11/17/18","4:06:35"
"K02","Tapirus bairdii","11/27/18","0:00:55"
"K02","Tapirus bairdii","11/29/18","0:52:22"
"K02","Tapirus bairdii","1/6/19","4:05:14"
"K02","Tapirus bairdii","2/3/19","21:46:21"
"K02","Tapirus bairdii","4/1/19","23:59:16"
"K02","Tapirus bairdii","4/27/19","3:57:30"
"K02","Tapirus bairdii","6/24/19","5:11:41"
"K02","Tapirus bairdii","6/27/19","16:43:49"
"K02","Tapirus bairdii","7/5/19","21:25:43"
"K02","Tapirus bairdii","7/15/19","21:09:40"
"K02","Tapirus bairdii","7/18/19","22:39:03"
"K02","Tapirus bairdii","7/20/19","23:56:42"
"K02","Tapirus bairdii","7/24/19","0:38:23"
"K02","Tapirus bairdii","7/28/19","9:05:27"
"K02","Tapirus bairdii","7/31/19","22:02:18"
"K02","Tapirus bairdii","8/2/19","9:16:55"
"K02","Tapirus bairdii","8/18/19","6:38:47"
"K02","Tapirus bairdii","8/31/19","22:11:33"
"K02","Tapirus bairdii","9/2/19","4:39:36"
"K02","Tapirus bairdii","9/4/19","6:04:24"
"K02","Tapirus bairdii","9/5/19","17:56:30"
"K02","Tapirus bairdii","10/16/19","18:51:59"
"K02","Tapirus bairdii","11/1/19","2:12:56"
"K02","Tapirus bairdii","11/8/19","18:43:00"
"K02","Tapirus bairdii","11/25/19","3:05:38"
"K02","Tapirus bairdii","12/5/19","1:32:50"
"K02","Tapirus bairdii","12/8/19","17:25:05"
"K02","Tapirus bairdii","12/15/19","0:09:10"
"K02","Tapirus bairdii","12/22/19","23:34:04"
"K02","Tapirus bairdii","12/31/19","0:57:18"
"K02","Tapirus bairdii","1/1/20","7:47:32"
"K02","Tapirus bairdii","1/9/20","9:44:25"
"K02","Tapirus bairdii","2/8/20","23:30:03"
"K02","Tapirus bairdii","3/30/20","22:02:09"
"K02","Tapirus bairdii","4/4/20","21:05:08"
"K02","Tapirus bairdii","4/17/20","2:40:49"
"K02","Tapirus bairdii","5/15/20","20:17:43"
"K02","Tapirus bairdii","5/21/20","22:15:55"
"K02","Tapirus bairdii","6/21/20","0:43:44"
"K02","Tapirus bairdii","7/1/20","21:15:08"
"K02","Tapirus bairdii","7/31/20","19:50:27"
"K02","Tapirus bairdii","8/6/20","19:56:07"
"K02","Tapirus bairdii","8/20/20","2:54:10"
"K02","Tapirus bairdii","8/23/20","0:19:00"
"K02","Tapirus bairdii","8/28/20","18:40:42"
"K02","Tapirus bairdii","9/8/20","5:06:35"
"K02","Tapirus bairdii","9/10/20","18:43:02"
"K02","Tapirus bairdii","9/13/20","21:59:21"
"K02","Tapirus bairdii","9/15/20","4:13:49"
"K02","Tapirus bairdii","10/10/20","18:46:05"
"K02","Tapirus bairdii","10/29/20","3:06:48"
"K02","Tapirus bairdii","11/23/20","7:38:43"
"K02","Tapirus bairdii","12/11/20","21:47:59"
"K03","Tapirus bairdii","9/16/18","3:34:53"
"K03","Tapirus bairdii","10/20/18","17:24:55"
"K03","Tapirus bairdii","10/22/18","21:23:56"
"K03","Tapirus bairdii","3/28/19","15:46:32"
"K03","Tapirus bairdii","7/3/19","0:57:18"
"K03","Tapirus bairdii","7/10/19","1:12:53"
"K03","Tapirus bairdii","8/28/19","23:22:22"
"K03","Tapirus bairdii","10/12/19","16:50:42"
"K03","Tapirus bairdii","10/22/19","15:34:46"
"K03","Tapirus bairdii","2/8/20","22:56:59"
"K03","Tapirus bairdii","3/2/20","1:17:02"
"K03","Tapirus bairdii","7/17/20","1:10:44"
"K03","Tapirus bairdii","8/6/20","2:53:58"
"K03","Tapirus bairdii","9/6/20","6:20:16"
"K03","Tapirus bairdii","2/20/21","18:12:46"
"K04","Tapirus bairdii","10/7/18","6:48:05"
"K04","Tapirus bairdii","10/15/18","5:31:23"
"K04","Tapirus bairdii","10/20/18","20:46:01"
"K04","Tapirus bairdii","11/5/18","1:28:33"
"K04","Tapirus bairdii","11/25/18","7:36:44"
"K04","Tapirus bairdii","11/26/18","22:38:27"
"K04","Tapirus bairdii","11/30/18","6:15:43"
"K04","Tapirus bairdii","12/7/18","18:28:40"
"K04","Tapirus bairdii","12/17/18","5:08:51"
"K04","Tapirus bairdii","12/27/18","2:28:58"
"K04","Tapirus bairdii","1/8/19","19:51:45"
"K04","Tapirus bairdii","1/19/19","1:56:53"
"K04","Tapirus bairdii","2/5/19","6:47:20"
"K04","Tapirus bairdii","2/13/19","5:42:40"
"K04","Tapirus bairdii","2/16/19","16:11:44"
"K04","Tapirus bairdii","2/24/19","17:01:31"
"K04","Tapirus bairdii","3/6/19","6:42:43"
"K04","Tapirus bairdii","4/6/19","16:43:49"
"K04","Tapirus bairdii","4/17/19","16:48:24"
"K04","Tapirus bairdii","4/19/19","5:59:49"
"K04","Tapirus bairdii","6/25/19","20:30:12"
"K04","Tapirus bairdii","6/28/19","18:29:15"
"K04","Tapirus bairdii","7/8/19","3:46:47"
"K04","Tapirus bairdii","7/14/19","19:03:37"
"K04","Tapirus bairdii","7/16/19","23:06:33"
"K04","Tapirus bairdii","7/21/19","3:14:24"
"K04","Tapirus bairdii","7/23/19","5:48:22"
"K04","Tapirus bairdii","7/27/19","18:56:45"
"K04","Tapirus bairdii","8/29/19","2:17:31"
"K04","Tapirus bairdii","8/31/19","5:18:18"
"K04","Tapirus bairdii","10/4/19","4:53:21"
"K04","Tapirus bairdii","10/17/19","17:03:55"
"K04","Tapirus bairdii","10/22/19","22:11:33"
"K04","Tapirus bairdii","10/24/19","3:19:23"
"K04","Tapirus bairdii","10/28/19","4:32:08"
"K04","Tapirus bairdii","10/29/19","7:51:03"
"K04","Tapirus bairdii","11/4/19","1:07:52"
"K04","Tapirus bairdii","11/7/19","2:55:22"
"K04","Tapirus bairdii","1/1/20","18:41:56"
"K04","Tapirus bairdii","1/31/20","6:34:55"
"K04","Tapirus bairdii","2/4/20","5:23:08"
"K04","Tapirus bairdii","3/7/20","16:18:14"
"K04","Tapirus bairdii","3/16/20","23:15:06"
"K04","Tapirus bairdii","4/21/20","23:55:12"
"K04","Tapirus bairdii","4/27/20","3:17:16"
"K04","Tapirus bairdii","4/28/20","19:43:07"
"K04","Tapirus bairdii","5/22/20","4:27:31"
"K04","Tapirus bairdii","5/27/20","15:52:24"
"K04","Tapirus bairdii","6/1/20","22:58:58"
"K04","Tapirus bairdii","6/17/20","15:11:14"
"K04","Tapirus bairdii","6/19/20","19:07:59"
"K04","Tapirus bairdii","6/26/20","2:45:16"
"K04","Tapirus bairdii","7/7/20","5:21:55"
"K04","Tapirus bairdii","8/22/20","14:26:05"
"K04","Tapirus bairdii","10/23/20","5:54:51"
"K04","Tapirus bairdii","11/12/20","2:39:51"
"K04","Tapirus bairdii","1/19/21","17:15:02"
"K04","Tapirus bairdii","2/26/21","7:33:09"
"K05","Tapirus bairdii","7/16/18","3:59:37"
"K05","Tapirus bairdii","7/19/18","17:40:24"
"K05","Tapirus bairdii","7/21/18","6:19:06"
"K05","Tapirus bairdii","7/23/18","12:21:38"
"K05","Tapirus bairdii","7/31/18","3:55:42"
"K05","Tapirus bairdii","8/14/18","21:20:50"
"K05","Tapirus bairdii","8/19/18","3:54:34"
"K05","Tapirus bairdii","8/25/18","1:51:35"
"K05","Tapirus bairdii","8/30/18","3:15:54"
"K05","Tapirus bairdii","9/15/18","0:00:26"
"K05","Tapirus bairdii","9/27/18","18:33:07"
"K05","Tapirus bairdii","9/30/18","5:47:36"
"K05","Tapirus bairdii","10/9/18","19:32:20"
"K05","Tapirus bairdii","10/17/18","5:20:13"
"K05","Tapirus bairdii","10/20/18","8:39:31"
"K05","Tapirus bairdii","10/23/18","4:34:38"
"K05","Tapirus bairdii","11/3/18","1:01:09"
"K05","Tapirus bairdii","12/10/18","22:21:51"
"K05","Tapirus bairdii","12/15/18","18:16:34"
"K05","Tapirus bairdii","1/5/19","1:33:58"
"K05","Tapirus bairdii","1/23/19","19:10:30"
"K05","Tapirus bairdii","3/5/19","21:25:43"
"K05","Tapirus bairdii","3/7/19","1:43:08"
"K05","Tapirus bairdii","3/20/19","16:45:45"
"K05","Tapirus bairdii","4/4/19","3:48:36"
"K05","Tapirus bairdii","4/15/19","5:34:00"
"K05","Tapirus bairdii","6/21/19","20:30:43"
"K05","Tapirus bairdii","10/18/19","1:11:03"
"K05","Tapirus bairdii","11/19/19","0:11:28"
"K05","Tapirus bairdii","12/2/19","3:12:31"
"K05","Tapirus bairdii","2/2/20","19:33:47"
"K05","Tapirus bairdii","2/5/20","22:46:01"
"K05","Tapirus bairdii","2/8/20","23:13:37"
"K05","Tapirus bairdii","3/25/20","10:33:06"
"K05","Tapirus bairdii","3/28/20","6:53:31"
"K05","Tapirus bairdii","3/30/20","8:17:27"
"K05","Tapirus bairdii","4/5/20","23:17:13"
"K05","Tapirus bairdii","4/15/20","18:39:12"
"K05","Tapirus bairdii","4/17/20","21:38:22"
"K05","Tapirus bairdii","4/19/20","19:21:37"
"K05","Tapirus bairdii","4/21/20","23:51:48"
"K05","Tapirus bairdii","4/29/20","1:12:48"
"K05","Tapirus bairdii","6/5/20","21:59:05"
"K05","Tapirus bairdii","6/9/20","18:15:43"
"K05","Tapirus bairdii","6/21/20","5:56:44"
"K05","Tapirus bairdii","7/7/20","23:23:07"
"K05","Tapirus bairdii","7/13/20","10:17:00"
"K05","Tapirus bairdii","7/15/20","20:15:22"
"K05","Tapirus bairdii","7/20/20","5:44:33"
"K05","Tapirus bairdii","7/29/20","4:59:28"
"K05","Tapirus bairdii","8/3/20","13:05:59"
"K05","Tapirus bairdii","8/9/20","17:57:01"
"K05","Tapirus bairdii","8/14/20","22:46:06"
"K05","Tapirus bairdii","9/27/20","15:03:22"
"K05","Tapirus bairdii","10/3/20","22:37:26"
"K05","Tapirus bairdii","10/11/20","16:42:29"
"K05","Tapirus bairdii","10/17/20","8:01:32"
"K05","Tapirus bairdii","10/18/20","15:30:24"
"K05","Tapirus bairdii","10/20/20","3:12:24"
"K05","Tapirus bairdii","10/22/20","16:21:59"
"K05","Tapirus bairdii","10/28/20","7:05:03"
"K05","Tapirus bairdii","11/3/20","23:56:11"
"K05","Tapirus bairdii","1/16/21","21:17:39"
"K05","Tapirus bairdii","2/27/21","1:01:05"
"K06","Tapirus bairdii","7/15/18","20:22:31"
"K06","Tapirus bairdii","7/24/18","18:28:23"
"K06","Tapirus bairdii","7/30/18","10:11:19"
"K06","Tapirus bairdii","7/31/18","18:13:04"
"K06","Tapirus bairdii","8/3/18","22:47:28"
"K06","Tapirus bairdii","8/5/18","0:27:14"
"K06","Tapirus bairdii","8/7/18","0:50:44"
"K06","Tapirus bairdii","8/15/18","18:12:41"
"K06","Tapirus bairdii","8/18/18","14:07:57"
"K06","Tapirus bairdii","8/19/18","22:43:27"
"K06","Tapirus bairdii","8/25/18","9:08:21"
"K06","Tapirus bairdii","8/27/18","19:48:12"
"K06","Tapirus bairdii","9/13/18","17:50:51"
"K06","Tapirus bairdii","9/19/18","21:00:48"
"K06","Tapirus bairdii","9/21/18","3:40:06"
"K06","Tapirus bairdii","9/24/18","3:27:48"
"K06","Tapirus bairdii","10/2/18","19:36:24"
"K06","Tapirus bairdii","10/24/18","16:13:20"
"K06","Tapirus bairdii","10/31/18","20:17:53"
"K06","Tapirus bairdii","11/2/18","17:02:56"
"K06","Tapirus bairdii","11/27/18","16:52:56"
"K06","Tapirus bairdii","12/7/18","21:07:41"
"K06","Tapirus bairdii","12/10/18","22:37:09"
"K06","Tapirus bairdii","12/25/18","21:23:26"
"K06","Tapirus bairdii","12/31/18","19:28:27"
"K06","Tapirus bairdii","1/31/19","0:13:45"
"K06","Tapirus bairdii","2/5/19","20:12:23"
"K06","Tapirus bairdii","2/8/19","23:12:19"
"K06","Tapirus bairdii","2/20/19","4:53:21"
"K06","Tapirus bairdii","2/28/19","16:50:42"
"K06","Tapirus bairdii","3/3/19","17:52:35"
"K06","Tapirus bairdii","3/8/19","22:56:22"
"K06","Tapirus bairdii","3/10/19","5:25:26"
"K06","Tapirus bairdii","3/12/19","21:53:13"
"K06","Tapirus bairdii","3/29/19","20:53:38"
"K06","Tapirus bairdii","4/7/19","3:13:49"
"K06","Tapirus bairdii","4/19/19","23:13:26"
"K06","Tapirus bairdii","4/28/19","20:34:28"
"K06","Tapirus bairdii","5/5/19","20:50:27"
"K06","Tapirus bairdii","5/9/19","6:15:45"
"K06","Tapirus bairdii","5/12/19","2:43:01"
"K06","Tapirus bairdii","6/5/19","19:14:00"
"K06","Tapirus bairdii","6/24/19","5:10:58"
"K06","Tapirus bairdii","6/26/19","23:24:32"
"K06","Tapirus bairdii","7/5/19","21:28:01"
"K06","Tapirus bairdii","7/15/19","21:02:01"
"K06","Tapirus bairdii","7/17/19","20:37:17"
"K06","Tapirus bairdii","7/18/19","22:41:21"
"K06","Tapirus bairdii","7/20/19","23:59:16"
"K06","Tapirus bairdii","7/24/19","0:41:15"
"K06","Tapirus bairdii","7/28/19","8:56:17"
"K06","Tapirus bairdii","7/31/19","22:04:41"
"K06","Tapirus bairdii","8/2/19","9:05:27"
"K06","Tapirus bairdii","8/18/19","7:11:04"
"K06","Tapirus bairdii","8/31/19","22:16:08"
"K06","Tapirus bairdii","9/2/19","4:46:29"
"K06","Tapirus bairdii","9/4/19","5:51:53"
"K06","Tapirus bairdii","9/5/19","18:01:45"
"K06","Tapirus bairdii","10/9/19","3:33:08"
"K06","Tapirus bairdii","10/16/19","19:01:20"
"K06","Tapirus bairdii","11/1/19","1:56:20"
"K06","Tapirus bairdii","11/8/19","18:54:27"
"K06","Tapirus bairdii","11/19/19","0:31:35"
"K06","Tapirus bairdii","11/25/19","3:05:07"
"K06","Tapirus bairdii","12/5/19","1:45:25"
"K06","Tapirus bairdii","12/8/19","17:38:50"
"K06","Tapirus bairdii","12/31/19","0:58:05"
"K06","Tapirus bairdii","1/1/20","7:47:28"
"K06","Tapirus bairdii","1/9/20","9:44:25"
"K06","Tapirus bairdii","2/2/20","18:28:39"
"K06","Tapirus bairdii","4/14/20","20:50:26"
"K06","Tapirus bairdii","4/16/20","9:20:32"
"K06","Tapirus bairdii","4/17/20","9:38:24"
"K06","Tapirus bairdii","4/18/20","15:39:14"
"K06","Tapirus bairdii","4/27/20","16:56:56"
"K06","Tapirus bairdii","6/9/20","6:16:52"
"K06","Tapirus bairdii","7/14/20","7:31:53"
"K06","Tapirus bairdii","7/15/20","23:51:11"
"K06","Tapirus bairdii","7/22/20","6:51:01"
"K06","Tapirus bairdii","8/12/20","6:41:13"
"K06","Tapirus bairdii","11/25/20","15:43:06"
"K06","Tapirus bairdii","12/4/20","6:01:24"
"K06","Tapirus bairdii","1/19/21","19:46:53"
"K06","Tapirus bairdii","2/2/21","8:20:17"
"K06","Tapirus bairdii","2/7/21","16:53:05"
"K06","Tapirus bairdii","2/28/21","15:19:59"
"K06","Tapirus bairdii","3/4/21","12:39:11"
"K07","Tapirus bairdii","1/4/17","6:11:10"
"K07","Tapirus bairdii","1/17/17","8:51:42"
"K07","Tapirus bairdii","1/18/17","12:45:28"
"K07","Tapirus bairdii","2/2/17","10:44:00"
"K07","Tapirus bairdii","2/10/17","17:54:22"
"K07","Tapirus bairdii","2/14/17","0:26:50"
"K07","Tapirus bairdii","2/17/17","21:02:48"
"K07","Tapirus bairdii","2/20/17","7:54:25"
"K07","Tapirus bairdii","2/22/17","19:30:51"
"K07","Tapirus bairdii","2/24/17","13:25:54"
"K07","Tapirus bairdii","2/28/17","9:07:39"
"K07","Tapirus bairdii","3/3/17","7:40:19"
"K07","Tapirus bairdii","3/7/17","19:28:50"
"K07","Tapirus bairdii","3/11/17","21:11:40"
"K07","Tapirus bairdii","3/18/17","22:12:53"
"K07","Tapirus bairdii","7/28/18","20:54:03"
"K07","Tapirus bairdii","8/5/18","18:50:27"
"K07","Tapirus bairdii","8/14/18","15:10:24"
"K07","Tapirus bairdii","8/18/18","3:40:33"
"K07","Tapirus bairdii","8/20/18","1:14:54"
"K07","Tapirus bairdii","8/24/18","17:12:09"
"K07","Tapirus bairdii","8/27/18","22:19:59"
"K07","Tapirus bairdii","8/30/18","8:21:35"
"K07","Tapirus bairdii","9/1/18","0:23:01"
"K07","Tapirus bairdii","9/9/18","18:39:28"
"K07","Tapirus bairdii","9/11/18","1:52:59"
"K07","Tapirus bairdii","9/17/18","0:18:16"
"K07","Tapirus bairdii","9/21/18","4:11:04"
"K07","Tapirus bairdii","9/26/18","2:18:24"
"K07","Tapirus bairdii","9/29/18","4:45:50"
"K07","Tapirus bairdii","10/8/18","18:43:48"
"K07","Tapirus bairdii","10/10/18","19:24:19"
"K07","Tapirus bairdii","10/15/18","0:58:49"
"K07","Tapirus bairdii","10/16/18","16:08:28"
"K07","Tapirus bairdii","10/24/18","19:17:14"
"K07","Tapirus bairdii","10/31/18","20:17:53"
"K07","Tapirus bairdii","11/2/18","17:02:56"
"K07","Tapirus bairdii","11/6/18","23:27:34"
"K07","Tapirus bairdii","11/9/18","6:57:39"
"K07","Tapirus bairdii","11/10/18","7:12:10"
"K07","Tapirus bairdii","11/27/18","16:52:57"
"K07","Tapirus bairdii","11/28/18","21:29:42"
"K07","Tapirus bairdii","11/29/18","23:25:36"
"K07","Tapirus bairdii","12/7/18","21:07:41"
"K07","Tapirus bairdii","12/9/18","9:44:53"
"K07","Tapirus bairdii","12/10/18","22:37:09"
"K07","Tapirus bairdii","12/12/18","23:38:10"
"K07","Tapirus bairdii","12/14/18","2:14:49"
"K07","Tapirus bairdii","1/5/19","19:12:47"
"K07","Tapirus bairdii","1/20/19","22:48:13"
"K07","Tapirus bairdii","1/24/19","20:32:09"
"K07","Tapirus bairdii","1/31/19","6:04:19"
"K07","Tapirus bairdii","2/3/19","5:13:59"
"K07","Tapirus bairdii","2/14/19","0:16:03"
"K07","Tapirus bairdii","2/26/19","21:46:21"
"K07","Tapirus bairdii","3/10/19","5:25:26"
"K07","Tapirus bairdii","3/29/19","20:53:38"
"K07","Tapirus bairdii","4/19/19","23:13:26"
"K07","Tapirus bairdii","5/5/19","23:22:48"
"K07","Tapirus bairdii","5/13/19","19:11:02"
"K07","Tapirus bairdii","5/16/19","2:39:37"
"K07","Tapirus bairdii","1/13/20","16:34:52"
"K07","Tapirus bairdii","1/15/20","18:31:05"
"K07","Tapirus bairdii","1/17/20","18:52:07"
"K07","Tapirus bairdii","1/27/20","22:29:22"
"K07","Tapirus bairdii","2/1/20","1:03:12"
"K07","Tapirus bairdii","2/8/20","22:12:07"
"K07","Tapirus bairdii","2/10/20","0:16:37"
"K07","Tapirus bairdii","2/23/20","6:28:55"
"K07","Tapirus bairdii","2/28/20","5:19:17"
"K07","Tapirus bairdii","2/29/20","22:37:31"
"K07","Tapirus bairdii","3/6/20","21:17:12"
"K07","Tapirus bairdii","3/13/20","4:11:34"
"K07","Tapirus bairdii","3/20/20","22:21:53"
"K07","Tapirus bairdii","3/22/20","3:47:00"
"K07","Tapirus bairdii","9/13/20","13:29:16"
"K07","Tapirus bairdii","10/10/20","22:40:20"
"K07","Tapirus bairdii","11/18/20","23:00:15"
"K07","Tapirus bairdii","12/13/20","7:50:34"
"K07","Tapirus bairdii","1/4/21","19:20:29"
"K07","Tapirus bairdii","1/24/21","4:28:47"
"K07","Tapirus bairdii","2/6/21","16:45:46"
"K07","Tapirus bairdii","2/8/21","20:45:17"
"K08","Tapirus bairdii","4/29/19","5:34:01"
"K08","Tapirus bairdii","5/10/19","1:56:34"
"K08","Tapirus bairdii","6/29/19","0:47:39"
"K08","Tapirus bairdii","7/4/19","21:25:43"
"K08","Tapirus bairdii","7/6/19","0:18:20"
"K08","Tapirus bairdii","7/12/19","0:34:21"
"K08","Tapirus bairdii","7/13/19","4:46:33"
"K08","Tapirus bairdii","7/17/19","4:05:41"
"K08","Tapirus bairdii","7/23/19","4:15:05"
"K08","Tapirus bairdii","7/27/19","16:58:34"
"K08","Tapirus bairdii","8/8/19","20:08:20"
"K08","Tapirus bairdii","8/11/19","20:27:41"
"K08","Tapirus bairdii","8/13/19","19:16:56"
"K08","Tapirus bairdii","8/15/19","0:22:52"
"K08","Tapirus bairdii","9/3/19","5:37:42"
"K08","Tapirus bairdii","9/4/19","9:30:04"
"K08","Tapirus bairdii","9/15/19","5:48:36"
"K08","Tapirus bairdii","10/2/19","9:03:26"
"K08","Tapirus bairdii","10/19/19","21:16:45"
"K08","Tapirus bairdii","3/29/20","23:23:32"
"K08","Tapirus bairdii","4/30/20","21:02:08"
"K08","Tapirus bairdii","7/22/20","3:11:36"
"K08","Tapirus bairdii","9/24/20","15:24:35"
"K08","Tapirus bairdii","10/23/20","3:26:38"
"K08","Tapirus bairdii","11/29/20","18:29:26"
"K08","Tapirus bairdii","12/26/20","21:38:34"
"K08","Tapirus bairdii","1/17/21","18:53:12"
"K09","Tapirus bairdii","7/29/18","19:19:04"
"K09","Tapirus bairdii","9/1/18","21:39:50"
"K09","Tapirus bairdii","9/5/18","20:49:10"
"K09","Tapirus bairdii","9/22/18","6:18:24"
"K09","Tapirus bairdii","11/1/18","4:23:19"
"K09","Tapirus bairdii","12/12/18","17:35:52"
"K09","Tapirus bairdii","2/3/19","22:08:49"
"K09","Tapirus bairdii","4/11/19","4:21:16"
"K09","Tapirus bairdii","5/20/19","3:20:47"
"K09","Tapirus bairdii","5/25/19","20:55:31"
"K09","Tapirus bairdii","6/1/19","18:35:18"
"K09","Tapirus bairdii","10/19/19","3:19:23"
"K09","Tapirus bairdii","11/4/19","17:15:54"
"K09","Tapirus bairdii","11/16/19","20:51:03"
"K09","Tapirus bairdii","12/7/19","4:57:17"
"K09","Tapirus bairdii","12/14/19","6:34:12"
"K09","Tapirus bairdii","12/25/19","21:39:28"
