,Camr_Nm,Species,Date,Time
7288,K03,Panthera onca,12/19/18,2:46:03
7290,K03,Panthera onca,1/1/19,7:51:24
17288,K03,Panthera onca,6/29/19,15:55:42
7333,K03,Panthera onca,7/3/19,5:54:22
7731,K03,Panthera onca,7/6/19,19:23:40
7337,K03,Panthera onca,8/5/19,6:45:10
7340,K03,Panthera onca,8/11/19,5:40:38
17205,K03,Panthera onca,8/19/19,5:07:06
17200,K03,Panthera onca,8/21/19,7:03:59
7355,K03,Panthera onca,8/27/19,7:26:32
7359,K03,Panthera onca,9/7/19,21:09:17
7361,K03,Panthera onca,9/29/19,16:59:07
7362,K03,Panthera onca,10/5/19,9:04:33
16944,K03,Panthera onca,10/17/19,6:15:52
16969,K03,Panthera onca,10/21/19,23:47:49
16970,K03,Panthera onca,11/21/19,4:44:11
17126,K03,Panthera onca,11/23/19,18:49:52
7368,K03,Panthera onca,11/28/19,15:45:26
17010,K03,Panthera onca,11/30/19,17:27:22
17013,K03,Panthera onca,12/17/19,14:35:29
7754,K03,Panthera onca,1/31/20,5:41:12
7756,K03,Panthera onca,4/22/20,1:04:15
7374,K03,Panthera onca,6/4/20,14:47:23
7378,K03,Panthera onca,6/23/20,8:39:36
7381,K03,Panthera onca,7/10/20,6:11:53
7291,K03,Panthera onca,9/26/20,11:43:49
7293,K03,Panthera onca,10/2/20,13:34:32
7299,K03,Panthera onca,11/28/20,5:08:17
17410,K03,Pecari tajacu,1/17/19,6:29:37
17273,K03,Pecari tajacu,7/1/19,18:26:57
7383,K03,Pecari tajacu,8/21/19,7:49:01
17080,K03,Pecari tajacu,8/28/19,22:20:43
7407,K03,Pecari tajacu,9/14/19,10:54:28
7432,K03,Pecari tajacu,11/5/19,7:14:40
17151,K03,Pecari tajacu,1/4/20,7:42:57
7507,K03,Pecari tajacu,3/15/20,12:44:48
7550,K03,Pecari tajacu,4/22/20,10:19:27
7839,K03,Pecari tajacu,8/1/20,5:30:31
17341,K03,Puma concolor,9/16/18,8:16:30
17340,K03,Puma concolor,12/1/18,20:41:48
7309,K03,Puma concolor,1/2/19,7:35:14
7312,K03,Puma concolor,3/6/19,8:21:24
7313,K03,Puma concolor,6/15/19,6:37:20
7609,K03,Puma concolor,8/3/19,8:28:39
17057,K03,Puma concolor,8/21/19,7:08:34
7618,K03,Puma concolor,10/21/19,23:46:59
7620,K03,Puma concolor,12/30/19,6:20:14
7867,K03,Puma concolor,2/17/20,7:55:47
7622,K03,Puma concolor,2/24/20,6:55:21
7626,K03,Puma concolor,2/26/20,18:41:44
7904,K03,Puma concolor,3/2/20,3:06:26
7630,K03,Puma concolor,3/26/20,20:02:42
7906,K03,Puma concolor,4/11/20,23:03:45
7636,K03,Puma concolor,4/22/20,9:13:37
7910,K03,Puma concolor,5/4/20,4:36:52
7638,K03,Puma concolor,5/15/20,12:26:46
7914,K03,Puma concolor,6/23/20,5:35:55
7314,K03,Sylvilagus dicei,6/2/19,17:39:59
7641,K03,Sylvilagus dicei,7/1/19,18:26:34
17130,K03,Sylvilagus dicei,7/13/19,22:52:48
7917,K03,Sylvilagus dicei,7/18/19,5:11:11
7643,K03,Sylvilagus dicei,7/21/19,3:32:18
17140,K03,Sylvilagus dicei,7/27/19,19:47:10
7644,K03,Sylvilagus dicei,7/30/19,18:35:39
17022,K03,Sylvilagus dicei,9/17/19,1:59:11
7928,K03,Sylvilagus dicei,10/19/19,17:27:05
17031,K03,Sylvilagus dicei,11/12/19,4:12:06
17034,K03,Sylvilagus dicei,12/4/19,18:04:02
17156,K03,Sylvilagus dicei,12/18/19,5:00:14
7645,K03,Sylvilagus dicei,3/9/20,4:33:43
7646,K03,Sylvilagus dicei,3/16/20,1:53:20
7651,K03,Sylvilagus dicei,4/9/20,15:33:51
7942,K03,Sylvilagus dicei,4/12/20,23:38:36
7944,K03,Sylvilagus dicei,6/6/20,17:50:02
7652,K03,Sylvilagus dicei,6/9/20,3:50:52
7949,K03,Sylvilagus dicei,7/2/20,20:51:47
7950,K03,Sylvilagus dicei,7/5/20,23:39:30
17311,K03,Tapirus bairdii,9/16/18,3:34:53
17314,K03,Tapirus bairdii,10/20/18,17:24:55
17332,K03,Tapirus bairdii,10/22/18,21:23:56
17354,K03,Tapirus bairdii,3/28/19,15:46:32
17113,K03,Tapirus bairdii,7/3/19,0:57:18
7659,K03,Tapirus bairdii,7/10/19,1:12:53
7660,K03,Tapirus bairdii,8/28/19,23:22:22
17118,K03,Tapirus bairdii,10/12/19,16:50:42
7955,K03,Tapirus bairdii,10/22/19,15:34:46
7672,K03,Tapirus bairdii,2/8/20,22:56:59
7674,K03,Tapirus bairdii,3/2/20,1:17:02
7961,K03,Tapirus bairdii,7/17/20,1:10:44
7675,K03,Tapirus bairdii,8/6/20,2:53:58
8015,K03,Tapirus bairdii,9/6/20,6:20:16
7317,K03,Tapirus bairdii,2/20/21,18:12:46
17918,K04,Bassariscus sumichrasti,10/24/18,21:34:04
8026,K04,Bassariscus sumichrasti,11/14/18,23:07:59
8028,K04,Bassariscus sumichrasti,4/23/19,20:53:12
8030,K04,Bassariscus sumichrasti,4/25/19,2:43:18
8031,K04,Bassariscus sumichrasti,4/28/19,1:13:43
8032,K04,Bassariscus sumichrasti,4/29/19,23:05:58
8549,K04,Bassariscus sumichrasti,10/10/19,22:42:58
8550,K04,Bassariscus sumichrasti,10/12/19,3:57:41
8572,K04,Bassariscus sumichrasti,4/24/20,23:00:15
9271,K04,Bassariscus sumichrasti,5/25/20,1:57:07
8573,K04,Bassariscus sumichrasti,6/18/20,3:21:09
8036,K04,Bassariscus sumichrasti,10/8/20,2:25:12
17814,K04,Conepatus semistriatus,12/16/18,20:59:40
8574,K04,Conepatus semistriatus,3/31/20,22:13:23
9272,K04,Conepatus semistriatus,6/3/20,2:01:22
9274,K04,Conepatus semistriatus,6/6/20,18:21:59
18037,K04,Cuniculus paca,4/10/19,23:56:59
8046,K04,Cuniculus paca,4/28/19,20:08:19
9275,K04,Cuniculus paca,4/16/20,23:40:23
17908,K04,Eira barbara,12/10/18,20:11:22
8575,K04,Eira barbara,1/29/20,12:27:26
9276,K04,Eira barbara,3/3/20,13:09:15
8576,K04,Eira barbara,3/16/20,0:53:24
8578,K04,Eira barbara,5/8/20,16:25:49
8052,K04,Leopardus pardalis,5/5/19,18:31:03
8054,K04,Leopardus pardalis,5/9/19,1:22:29
8055,K04,Leopardus tigrinus oncilla,11/21/18,4:59:06
17923,K04,Leopardus tigrinus oncilla,12/2/18,22:25:32
18032,K04,Leopardus tigrinus oncilla,3/11/19,21:23:26
8580,K04,Leopardus tigrinus oncilla,6/29/19,20:41:50
8582,K04,Leopardus tigrinus oncilla,8/20/19,22:47:38
17496,K04,Leopardus tigrinus oncilla,9/1/19,20:49:03
17497,K04,Leopardus tigrinus oncilla,9/30/19,18:59:02
17538,K04,Leopardus tigrinus oncilla,10/20/19,23:15:44
8675,K04,Leopardus tigrinus oncilla,1/21/20,6:08:10
8585,K04,Leopardus tigrinus oncilla,2/19/20,22:12:05
9387,K04,Leopardus tigrinus oncilla,3/8/20,8:52:22
9293,K04,Leopardus tigrinus oncilla,4/13/20,1:13:44
9391,K04,Leopardus tigrinus oncilla,4/27/20,5:03:30
9294,K04,Leopardus tigrinus oncilla,6/28/20,0:08:43
17860,K04,Leopardus wiedii,11/21/18,2:24:35
8056,K04,Leopardus wiedii,3/11/19,21:22:43
17812,K04,Mazama temama,10/26/18,8:40:55
8057,K04,Mazama temama,11/22/18,15:06:46
8058,K04,Mazama temama,11/25/18,8:30:00
17960,K04,Mazama temama,12/1/18,9:38:16
18369,K04,Mazama temama,12/26/18,4:23:34
18587,K04,Mazama temama,1/9/19,1:31:40
8077,K04,Mazama temama,2/2/19,12:21:40
8089,K04,Mazama temama,2/22/19,13:00:52
8141,K04,Mazama temama,6/18/19,7:11:06
17625,K04,Mazama temama,7/27/19,15:19:01
8589,K04,Mazama temama,10/4/19,4:53:46
8592,K04,Mazama temama,11/23/19,11:45:34
9295,K04,Mazama temama,1/20/20,14:04:59
9300,K04,Mazama temama,1/30/20,11:29:28
9306,K04,Mazama temama,2/12/20,7:14:06
8596,K04,Mazama temama,2/15/20,2:38:13
9310,K04,Mazama temama,2/16/20,13:52:47
9328,K04,Mazama temama,3/7/20,10:09:40
8597,K04,Mazama temama,3/11/20,12:00:51
8618,K04,Mazama temama,4/9/20,9:42:01
8623,K04,Mazama temama,4/11/20,18:19:36
8630,K04,Mazama temama,4/20/20,9:05:53
8641,K04,Mazama temama,4/24/20,15:32:12
8643,K04,Mazama temama,4/27/20,8:59:17
9352,K04,Mazama temama,4/28/20,9:47:25
8645,K04,Mazama temama,5/5/20,7:52:58
9355,K04,Mazama temama,6/4/20,14:13:35
9364,K04,Mazama temama,6/12/20,16:11:40
9366,K04,Mazama temama,6/13/20,18:27:14
8647,K04,Mazama temama,7/7/20,6:53:02
9368,K04,Mazama temama,7/24/20,6:58:47
8651,K04,Mazama temama,8/11/20,6:54:10
8668,K04,Mazama temama,8/20/20,20:21:12
9372,K04,Mazama temama,8/30/20,12:26:38
9373,K04,Mazama temama,9/5/20,10:58:24
9377,K04,Mazama temama,9/8/20,6:52:36
9382,K04,Mazama temama,9/9/20,12:25:26
8142,K04,Mazama temama,9/17/20,17:16:56
8147,K04,Mazama temama,9/22/20,17:18:10
8148,K04,Mazama temama,10/9/20,14:42:46
8185,K04,Mazama temama,10/26/20,9:11:39
8196,K04,Mazama temama,11/2/20,7:00:34
8201,K04,Mazama temama,11/19/20,8:22:14
9384,K04,Nasua narica,5/16/20,7:17:55
8202,K04,Nasua narica,1/21/21,18:22:24
17420,K04,Panthera onca,10/21/19,23:11:08
9393,K04,Panthera onca,7/8/20,18:11:31
17942,K04,Pecari tajacu,10/26/18,11:10:31
18028,K04,Pecari tajacu,3/25/19,7:40:39
8684,K04,Pecari tajacu,8/23/19,9:02:39
8699,K04,Pecari tajacu,3/2/20,10:47:19
8709,K04,Pecari tajacu,5/22/20,9:05:36
8711,K04,Pecari tajacu,6/20/20,12:44:05
8237,K04,Pecari tajacu,11/16/20,15:15:30
8239,K04,Puma concolor,2/25/19,6:50:02
8726,K04,Puma concolor,7/7/19,8:11:40
17687,K04,Puma concolor,7/30/19,9:26:05
17695,K04,Puma concolor,1/7/20,13:19:51
8739,K04,Puma concolor,2/5/20,6:39:07
8743,K04,Puma concolor,2/25/20,10:31:45
9396,K04,Puma concolor,3/19/20,21:24:28
8750,K04,Puma concolor,4/12/20,5:00:52
8240,K04,Puma concolor,12/11/20,19:34:23
8245,K04,Puma concolor,3/5/21,21:10:20
17910,K04,Sylvilagus dicei,12/10/18,17:31:47
8752,K04,Sylvilagus dicei,3/12/20,2:08:30
9397,K04,Sylvilagus dicei,5/3/20,17:55:37
9400,K04,Sylvilagus dicei,7/31/20,18:23:48
9401,K04,Sylvilagus dicei,8/7/20,17:31:27
9403,K04,Sylvilagus dicei,8/20/20,17:26:09
8251,K04,Sylvilagus dicei,9/28/20,16:35:28
17837,K04,Tapirus bairdii,10/7/18,6:48:05
17874,K04,Tapirus bairdii,10/15/18,5:31:23
17987,K04,Tapirus bairdii,10/20/18,20:46:01
18018,K04,Tapirus bairdii,11/5/18,1:28:33
8261,K04,Tapirus bairdii,11/25/18,7:36:44
8264,K04,Tapirus bairdii,11/26/18,22:38:27
8301,K04,Tapirus bairdii,11/30/18,6:15:43
17844,K04,Tapirus bairdii,12/7/18,18:28:40
8375,K04,Tapirus bairdii,12/17/18,5:08:51
18260,K04,Tapirus bairdii,12/27/18,2:28:58
18287,K04,Tapirus bairdii,1/8/19,19:51:45
18490,K04,Tapirus bairdii,1/19/19,1:56:53
8401,K04,Tapirus bairdii,2/5/19,6:47:20
8449,K04,Tapirus bairdii,2/13/19,5:42:40
18209,K04,Tapirus bairdii,2/16/19,16:11:44
8479,K04,Tapirus bairdii,2/24/19,17:01:31
8493,K04,Tapirus bairdii,3/6/19,6:42:43
18022,K04,Tapirus bairdii,4/6/19,16:43:49
18034,K04,Tapirus bairdii,4/17/19,16:48:24
18024,K04,Tapirus bairdii,4/19/19,5:59:49
8754,K04,Tapirus bairdii,6/25/19,20:30:12
17417,K04,Tapirus bairdii,6/28/19,18:29:15
8781,K04,Tapirus bairdii,7/8/19,3:46:47
17669,K04,Tapirus bairdii,7/14/19,19:03:37
17671,K04,Tapirus bairdii,7/16/19,23:06:33
8815,K04,Tapirus bairdii,7/21/19,3:14:24
17542,K04,Tapirus bairdii,7/23/19,5:48:22
17544,K04,Tapirus bairdii,7/27/19,18:56:45
17545,K04,Tapirus bairdii,8/29/19,2:17:31
8878,K04,Tapirus bairdii,8/31/19,5:18:18
17599,K04,Tapirus bairdii,10/4/19,4:53:21
8883,K04,Tapirus bairdii,10/17/19,17:03:55
17535,K04,Tapirus bairdii,10/22/19,22:11:33
17451,K04,Tapirus bairdii,10/24/19,3:19:23
8964,K04,Tapirus bairdii,10/28/19,4:32:08
8975,K04,Tapirus bairdii,10/29/19,7:51:03
8982,K04,Tapirus bairdii,11/4/19,1:07:52
9041,K04,Tapirus bairdii,11/7/19,2:55:22
9042,K04,Tapirus bairdii,1/1/20,18:41:56
9058,K04,Tapirus bairdii,1/31/20,6:34:55
9065,K04,Tapirus bairdii,2/4/20,5:23:08
9066,K04,Tapirus bairdii,3/7/20,16:18:14
9078,K04,Tapirus bairdii,3/16/20,23:15:06
9404,K04,Tapirus bairdii,4/21/20,23:55:12
9100,K04,Tapirus bairdii,4/27/20,3:17:16
9102,K04,Tapirus bairdii,4/28/20,19:43:07
9115,K04,Tapirus bairdii,5/22/20,4:27:31
9130,K04,Tapirus bairdii,5/27/20,15:52:24
9146,K04,Tapirus bairdii,6/1/20,22:58:58
9153,K04,Tapirus bairdii,6/17/20,15:11:14
9201,K04,Tapirus bairdii,6/19/20,19:07:59
9227,K04,Tapirus bairdii,6/26/20,2:45:16
9246,K04,Tapirus bairdii,7/7/20,5:21:55
9417,K04,Tapirus bairdii,8/22/20,14:26:05
8523,K04,Tapirus bairdii,10/23/20,5:54:51
8530,K04,Tapirus bairdii,11/12/20,2:39:51
8533,K04,Tapirus bairdii,1/19/21,17:15:02
8537,K04,Tapirus bairdii,2/26/21,7:33:09
9545,K05,Bassariscus sumichrasti,12/4/20,7:34:24
19243,K05,Canis latrans,2/17/19,5:43:46
9885,K05,Canis latrans,1/28/21,23:26:50
18792,K05,Eira barbara,7/16/18,9:29:30
9546,K05,Eira barbara,1/23/20,10:43:21
9548,K05,Eira barbara,3/3/20,13:34:55
18617,K05,Leopardus tigrinus oncilla,6/24/19,0:45:50
18618,K05,Leopardus tigrinus oncilla,6/25/19,22:29:53
18619,K05,Leopardus tigrinus oncilla,8/27/19,2:17:31
18620,K05,Leopardus tigrinus oncilla,9/9/19,2:01:28
18621,K05,Leopardus tigrinus oncilla,9/29/19,0:02:18
18663,K05,Leopardus tigrinus oncilla,10/2/19,23:18:01
18664,K05,Leopardus tigrinus oncilla,10/23/19,19:15:05
18665,K05,Leopardus tigrinus oncilla,10/27/19,5:18:34
18668,K05,Leopardus tigrinus oncilla,11/5/19,5:36:54
18631,K05,Leopardus tigrinus oncilla,11/26/19,20:35:18
18589,K05,Leopardus tigrinus oncilla,12/6/19,1:15:38
18608,K05,Leopardus tigrinus oncilla,12/24/19,22:41:21
18636,K05,Leopardus tigrinus oncilla,12/28/19,23:34:04
18610,K05,Leopardus tigrinus oncilla,1/6/20,2:15:13
9887,K05,Leopardus tigrinus oncilla,1/24/20,3:54:03
9888,K05,Leopardus tigrinus oncilla,4/12/20,18:36:42
9894,K05,Leopardus tigrinus oncilla,6/5/20,0:48:32
9945,K05,Leopardus tigrinus oncilla,10/26/20,9:04:06
18936,K05,Mazama temama,8/23/18,5:51:45
18968,K05,Mazama temama,9/3/18,9:23:42
19087,K05,Mazama temama,9/14/18,7:53:01
9427,K05,Mazama temama,11/30/18,9:05:55
19092,K05,Mazama temama,4/17/19,7:29:12
9480,K05,Mazama temama,6/1/19,13:27:43
18600,K05,Mazama temama,6/21/19,6:04:24
18601,K05,Mazama temama,6/24/19,8:05:52
18612,K05,Mazama temama,6/30/19,9:23:47
18672,K05,Mazama temama,7/1/19,12:36:18
18659,K05,Mazama temama,7/3/19,15:39:39
18660,K05,Mazama temama,7/14/19,14:21:44
18693,K05,Mazama temama,7/17/19,6:50:14
18687,K05,Mazama temama,7/28/19,8:35:40
18632,K05,Mazama temama,8/3/19,9:55:53
18639,K05,Mazama temama,8/19/19,13:38:11
18602,K05,Mazama temama,8/28/19,10:53:10
18604,K05,Mazama temama,9/19/19,11:20:40
9897,K05,Mazama temama,2/2/20,10:45:43
9551,K05,Mazama temama,2/21/20,6:31:12
9560,K05,Mazama temama,3/31/20,17:36:47
9578,K05,Mazama temama,4/15/20,16:22:41
9905,K05,Mazama temama,5/4/20,9:09:58
9579,K05,Mazama temama,5/27/20,8:10:44
9596,K05,Mazama temama,6/4/20,14:06:16
9627,K05,Mazama temama,6/12/20,16:04:07
9908,K05,Mazama temama,7/3/20,11:50:38
9911,K05,Mazama temama,7/5/20,18:09:46
9914,K05,Mazama temama,7/11/20,21:30:29
9628,K05,Mazama temama,7/13/20,21:08:41
9917,K05,Mazama temama,7/28/20,2:27:28
9646,K05,Mazama temama,10/27/20,19:23:24
9680,K05,Mazama temama,12/13/20,7:46:50
9684,K05,Mazama temama,12/21/20,17:00:33
9933,K05,Mazama temama,1/31/21,9:31:51
9691,K05,Nasua narica,5/16/20,7:12:50
18828,K05,Panthera onca,9/4/18,11:51:24
19060,K05,Panthera onca,9/9/18,15:56:17
9483,K05,Panthera onca,11/25/18,0:42:39
9484,K05,Panthera onca,12/5/18,9:46:16
18643,K05,Panthera onca,12/13/19,1:01:53
18609,K05,Panthera onca,12/16/19,17:25:05
9946,K05,Panthera onca,4/2/20,15:31:03
9949,K05,Panthera onca,4/13/20,12:04:07
9695,K05,Panthera onca,7/8/20,18:01:48
9699,K05,Panthera onca,9/26/20,15:53:00
18778,K05,Pecari tajacu,9/8/18,7:54:47
18865,K05,Pecari tajacu,10/6/18,10:19:10
9951,K05,Pecari tajacu,11/30/20,7:53:21
18982,K05,Puma concolor,7/23/18,20:20:30
18702,K05,Puma concolor,8/19/18,7:11:34
19059,K05,Puma concolor,10/16/18,11:04:38
19016,K05,Puma concolor,11/25/18,0:42:39
9487,K05,Puma concolor,12/18/18,8:49:41
9491,K05,Puma concolor,1/5/19,13:37:30
19152,K05,Puma concolor,4/19/19,19:54:03
18653,K05,Puma concolor,9/14/19,16:14:02
9953,K05,Puma concolor,3/13/20,22:45:31
9700,K05,Puma concolor,3/19/20,21:23:59
9955,K05,Puma concolor,8/18/20,18:23:30
9704,K05,Puma concolor,8/22/20,13:42:52
9706,K05,Puma concolor,10/28/20,18:06:17
9711,K05,Puma concolor,1/28/21,23:46:39
9495,K05,Sylvilagus dicei,5/31/19,16:20:23
9964,K05,Sylvilagus dicei,2/4/20,23:22:56
9970,K05,Sylvilagus dicei,4/29/20,18:12:50
9976,K05,Sylvilagus dicei,5/28/20,2:53:29
9978,K05,Sylvilagus dicei,6/18/20,5:29:57
9720,K05,Sylvilagus dicei,7/4/20,18:05:19
9721,K05,Sylvilagus dicei,10/27/20,19:23:23
9979,K05,Sylvilagus dicei,11/5/20,15:35:55
9983,K05,Sylvilagus dicei,11/23/20,17:38:35
9722,K05,Sylvilagus dicei,11/30/20,6:56:12
9986,K05,Sylvilagus dicei,12/2/20,21:31:39
9987,K05,Sylvilagus dicei,12/27/20,17:57:03
9990,K05,Sylvilagus dicei,1/7/21,18:50:57
9723,K05,Sylvilagus dicei,1/16/21,18:06:48
9991,K05,Sylvilagus dicei,2/28/21,17:27:17
19029,K05,Tapirus bairdii,7/16/18,3:59:37
18761,K05,Tapirus bairdii,7/19/18,17:40:24
18925,K05,Tapirus bairdii,7/21/18,6:19:06
19030,K05,Tapirus bairdii,7/23/18,12:21:38
18965,K05,Tapirus bairdii,7/31/18,3:55:42
18803,K05,Tapirus bairdii,8/14/18,21:20:50
19053,K05,Tapirus bairdii,8/19/18,3:54:34
18835,K05,Tapirus bairdii,8/25/18,1:51:35
18734,K05,Tapirus bairdii,8/30/18,3:15:54
18870,K05,Tapirus bairdii,9/15/18,0:00:26
18971,K05,Tapirus bairdii,9/27/18,18:33:07
18921,K05,Tapirus bairdii,9/30/18,5:47:36
18855,K05,Tapirus bairdii,10/9/18,19:32:20
19022,K05,Tapirus bairdii,10/17/18,5:20:13
18932,K05,Tapirus bairdii,10/20/18,8:39:31
18839,K05,Tapirus bairdii,10/23/18,4:34:38
9496,K05,Tapirus bairdii,11/3/18,1:01:09
9507,K05,Tapirus bairdii,12/10/18,22:21:51
9517,K05,Tapirus bairdii,12/15/18,18:16:34
19240,K05,Tapirus bairdii,1/5/19,1:33:58
19254,K05,Tapirus bairdii,1/23/19,19:10:30
19276,K05,Tapirus bairdii,3/5/19,21:25:43
19253,K05,Tapirus bairdii,3/7/19,1:43:08
9527,K05,Tapirus bairdii,3/20/19,16:45:45
9532,K05,Tapirus bairdii,4/4/19,3:48:36
9535,K05,Tapirus bairdii,4/15/19,5:34:00
18683,K05,Tapirus bairdii,6/21/19,20:30:43
18613,K05,Tapirus bairdii,10/18/19,1:11:03
18616,K05,Tapirus bairdii,11/19/19,0:11:28
18595,K05,Tapirus bairdii,12/2/19,3:12:31
9994,K05,Tapirus bairdii,2/2/20,19:33:47
9725,K05,Tapirus bairdii,2/5/20,22:46:01
9999,K05,Tapirus bairdii,2/8/20,23:13:37
10001,K05,Tapirus bairdii,3/25/20,10:33:06
10006,K05,Tapirus bairdii,3/28/20,6:53:31
10012,K05,Tapirus bairdii,3/30/20,8:17:27
10035,K05,Tapirus bairdii,4/5/20,23:17:13
10044,K05,Tapirus bairdii,4/15/20,18:39:12
10054,K05,Tapirus bairdii,4/17/20,21:38:22
10067,K05,Tapirus bairdii,4/19/20,19:21:37
9729,K05,Tapirus bairdii,4/21/20,23:51:48
10070,K05,Tapirus bairdii,4/29/20,1:12:48
10073,K05,Tapirus bairdii,6/5/20,21:59:05
10076,K05,Tapirus bairdii,6/9/20,18:15:43
10078,K05,Tapirus bairdii,6/21/20,5:56:44
9742,K05,Tapirus bairdii,7/7/20,23:23:07
9758,K05,Tapirus bairdii,7/13/20,10:17:00
10079,K05,Tapirus bairdii,7/15/20,20:15:22
10174,K05,Tapirus bairdii,7/20/20,5:44:33
9801,K05,Tapirus bairdii,7/29/20,4:59:28
9804,K05,Tapirus bairdii,8/3/20,13:05:59
10185,K05,Tapirus bairdii,8/9/20,17:57:01
9849,K05,Tapirus bairdii,8/14/20,22:46:06
10195,K05,Tapirus bairdii,9/27/20,15:03:22
10196,K05,Tapirus bairdii,10/3/20,22:37:26
9852,K05,Tapirus bairdii,10/11/20,16:42:29
10226,K05,Tapirus bairdii,10/17/20,8:01:32
9853,K05,Tapirus bairdii,10/18/20,15:30:24
10243,K05,Tapirus bairdii,10/20/20,3:12:24
10249,K05,Tapirus bairdii,10/22/20,16:21:59
10270,K05,Tapirus bairdii,10/28/20,7:05:03
10271,K05,Tapirus bairdii,11/3/20,23:56:11
10274,K05,Tapirus bairdii,1/16/21,21:17:39
10281,K05,Tapirus bairdii,2/27/21,1:01:05
11294,K06,Bassariscus sumichrasti,9/15/19,19:46:09
19338,K06,Coendou mexicanus,7/17/19,20:37:35
19339,K06,Coendou mexicanus,7/20/19,22:27:36
19380,K06,Coendou mexicanus,7/23/19,20:10:05
19381,K06,Coendou mexicanus,8/26/19,21:46:21
19301,K06,Coendou mexicanus,10/15/19,19:24:15
11295,K06,Conepatus semistriatus,9/11/19,19:02:26
10285,K06,Dasypus novemcitus,1/16/21,11:19:39
10288,K06,Leopardus tigrinus oncilla,11/11/18,19:32:15
11296,K06,Leopardus tigrinus oncilla,8/7/19,4:38:18
19416,K06,Leopardus tigrinus oncilla,9/24/19,11:32:08
10289,K06,Leopardus tigrinus oncilla,1/22/20,0:12:23
10290,K06,Leopardus tigrinus oncilla,2/17/20,22:19:09
11297,K06,Leopardus wiedii,11/30/19,11:31:39
19820,K06,Mazama temama,7/24/18,0:21:16
19775,K06,Mazama temama,8/19/18,10:31:09
10291,K06,Mazama temama,11/27/18,8:29:43
19911,K06,Mazama temama,12/18/18,11:36:15
10310,K06,Mazama temama,2/11/19,1:47:41
20344,K06,Mazama temama,3/15/19,9:14:37
10326,K06,Mazama temama,3/18/19,11:09:09
20393,K06,Mazama temama,3/22/19,16:23:12
10332,K06,Mazama temama,4/11/19,8:58:26
10335,K06,Mazama temama,4/13/19,1:40:04
20354,K06,Mazama temama,4/14/19,15:21:19
11300,K06,Mazama temama,7/3/19,16:16:41
11303,K06,Mazama temama,9/23/19,8:26:58
11306,K06,Mazama temama,10/1/19,8:18:56
11249,K06,Mazama temama,10/7/19,14:53:10
11309,K06,Mazama temama,10/21/19,10:17:29
11312,K06,Mazama temama,11/4/19,0:28:30
11316,K06,Mazama temama,1/9/20,18:14:29
10341,K06,Mazama temama,8/3/20,13:09:46
10350,K06,Mazama temama,8/26/20,9:40:06
10351,K06,Mazama temama,11/30/20,18:25:29
10355,K06,Mazama temama,12/31/20,21:38:09
10358,K06,Mazama temama,1/16/21,11:49:01
19720,K06,Panthera onca,8/14/18,11:40:07
19607,K06,Panthera onca,8/21/18,15:11:50
20020,K06,Panthera onca,8/30/18,13:47:46
19682,K06,Panthera onca,9/21/18,9:12:17
19635,K06,Panthera onca,9/24/18,12:25:35
10366,K06,Panthera onca,11/3/18,15:09:33
10383,K06,Panthera onca,11/20/18,7:58:44
10387,K06,Panthera onca,11/24/18,1:54:19
10398,K06,Panthera onca,12/19/18,16:15:57
10421,K06,Panthera onca,5/23/19,11:43:26
11253,K06,Panthera onca,10/14/19,9:02:32
10428,K06,Panthera onca,4/13/20,0:03:53
10432,K06,Pecari tajacu,12/6/18,7:26:16
19846,K06,Puma concolor,8/19/18,14:19:11
20257,K06,Puma concolor,9/17/18,9:10:34
19458,K06,Puma concolor,10/1/18,1:24:18
19731,K06,Puma concolor,10/2/18,4:27:29
20078,K06,Puma concolor,10/3/18,6:51:19
20250,K06,Puma concolor,10/4/18,8:02:30
19871,K06,Puma concolor,10/6/18,5:45:09
20068,K06,Puma concolor,10/8/18,19:38:28
19875,K06,Puma concolor,10/18/18,9:59:41
19803,K06,Puma concolor,11/10/18,10:36:59
10485,K06,Puma concolor,12/1/18,6:57:19
20234,K06,Puma concolor,12/13/18,7:40:50
10492,K06,Puma concolor,12/20/18,5:13:56
20820,K06,Puma concolor,1/1/19,16:52:59
10497,K06,Puma concolor,1/7/19,8:25:57
20571,K06,Puma concolor,2/10/19,6:02:07
20664,K06,Puma concolor,2/21/19,21:28:01
10511,K06,Puma concolor,3/21/19,17:43:17
19287,K06,Puma concolor,7/25/19,4:55:39
11254,K06,Puma concolor,8/6/19,14:25:20
11258,K06,Puma concolor,8/14/19,9:25:08
11260,K06,Puma concolor,9/27/19,8:05:08
19293,K06,Puma concolor,10/15/19,21:44:03
11269,K06,Puma concolor,10/22/19,7:15:00
11329,K06,Puma concolor,11/3/19,20:07:00
10515,K06,Puma concolor,3/13/20,10:44:45
10516,K06,Puma concolor,12/16/20,6:54:35
10519,K06,Puma concolor,1/14/21,13:21:39
10521,K06,Puma concolor,3/1/21,12:36:47
10524,K06,Sylvilagus dicei,5/9/19,18:05:34
10525,K06,Sylvilagus dicei,5/11/19,0:32:42
10526,K06,Sylvilagus dicei,5/25/19,22:06:47
10527,K06,Sylvilagus dicei,6/9/19,18:54:54
19389,K06,Sylvilagus dicei,6/18/19,1:54:35
19430,K06,Sylvilagus dicei,6/20/19,0:13:45
19398,K06,Sylvilagus dicei,6/26/19,18:10:55
