,Camr_Nm,Species,Date,Time
25424,PILA02,Cuniculus paca,8/16/18,2:07:20
25103,PILA02,Cuniculus paca,11/4/18,22:32:11
24988,PILA02,Cuniculus paca,5/27/19,21:39:28
24992,PILA02,Cuniculus paca,6/1/19,0:25:13
24989,PILA02,Cuniculus paca,6/24/19,0:34:23
25496,PILA02,Cuniculus paca,11/27/19,1:37:13
25498,PILA02,Cuniculus paca,11/29/19,22:18:44
25500,PILA02,Cuniculus paca,12/14/19,18:22:33
25504,PILA02,Cuniculus paca,12/20/19,20:52:10
25506,PILA02,Cuniculus paca,12/22/19,18:55:37
25508,PILA02,Cuniculus paca,12/26/19,22:40:09
25514,PILA02,Cuniculus paca,12/29/19,1:08:44
25516,PILA02,Cuniculus paca,1/5/20,2:44:48
25517,PILA02,Cuniculus paca,1/18/20,18:47:47
25519,PILA02,Cuniculus paca,1/20/20,19:10:16
25534,PILA02,Cuniculus paca,1/22/20,18:59:45
25553,PILA02,Cuniculus paca,1/27/20,18:29:42
25559,PILA02,Cuniculus paca,1/29/20,23:11:29
25565,PILA02,Cuniculus paca,2/2/20,1:40:43
25570,PILA02,Cuniculus paca,2/11/20,19:47:08
25575,PILA02,Cuniculus paca,2/13/20,18:56:43
25578,PILA02,Cuniculus paca,2/17/20,22:23:25
25582,PILA02,Cuniculus paca,2/20/20,19:12:09
25587,PILA02,Cuniculus paca,2/22/20,19:55:33
25590,PILA02,Cuniculus paca,2/24/20,19:18:43
25593,PILA02,Cuniculus paca,2/25/20,23:00:25
25598,PILA02,Cuniculus paca,2/27/20,18:59:37
25600,PILA02,Cuniculus paca,3/1/20,1:00:57
25601,PILA02,Cuniculus paca,3/4/20,2:49:32
25604,PILA02,Cuniculus paca,3/12/20,19:04:30
25606,PILA02,Cuniculus paca,3/13/20,19:13:16
25608,PILA02,Cuniculus paca,3/15/20,18:58:17
25614,PILA02,Cuniculus paca,3/19/20,0:23:22
25632,PILA02,Cuniculus paca,3/22/20,19:54:29
25638,PILA02,Cuniculus paca,3/24/20,19:09:37
25668,PILA02,Cuniculus paca,3/27/20,18:53:22
25674,PILA02,Cuniculus paca,3/29/20,19:20:59
25695,PILA02,Cuniculus paca,4/3/20,23:38:36
25700,PILA02,Cuniculus paca,4/10/20,19:02:24
25702,PILA02,Cuniculus paca,4/11/20,23:08:50
25704,PILA02,Cuniculus paca,4/13/20,18:34:12
25717,PILA02,Cuniculus paca,4/16/20,18:45:36
25721,PILA02,Cuniculus paca,4/17/20,19:20:06
25725,PILA02,Cuniculus paca,4/20/20,0:45:08
25738,PILA02,Cuniculus paca,4/25/20,18:46:04
25744,PILA02,Cuniculus paca,4/27/20,19:51:00
25748,PILA02,Cuniculus paca,5/1/20,0:57:23
25750,PILA02,Cuniculus paca,5/4/20,3:03:54
25756,PILA02,Cuniculus paca,5/18/20,0:02:52
25758,PILA02,Cuniculus paca,5/19/20,20:35:57
25760,PILA02,Cuniculus paca,5/21/20,0:46:38
25762,PILA02,Cuniculus paca,5/22/20,1:25:08
25766,PILA02,Cuniculus paca,5/26/20,0:54:56
25769,PILA02,Cuniculus paca,6/1/20,2:26:08
25771,PILA02,Cuniculus paca,6/6/20,20:07:34
25773,PILA02,Cuniculus paca,6/9/20,21:04:26
25775,PILA02,Cuniculus paca,6/12/20,23:11:54
25776,PILA02,Cuniculus paca,6/15/20,18:43:36
25784,PILA02,Cuniculus paca,6/20/20,18:48:50
25790,PILA02,Cuniculus paca,6/22/20,2:15:40
25792,PILA02,Cuniculus paca,6/24/20,21:04:53
25801,PILA02,Cuniculus paca,6/30/20,3:42:41
25808,PILA02,Cuniculus paca,7/2/20,4:07:33
25814,PILA02,Cuniculus paca,7/6/20,18:36:05
25818,PILA02,Cuniculus paca,7/8/20,18:53:35
25820,PILA02,Cuniculus paca,7/11/20,18:39:41
25824,PILA02,Cuniculus paca,7/13/20,19:00:41
25826,PILA02,Cuniculus paca,7/14/20,23:13:36
25827,PILA02,Cuniculus paca,7/20/20,1:56:32
25829,PILA02,Cuniculus paca,7/21/20,23:20:04
25835,PILA02,Cuniculus paca,7/24/20,23:17:05
25839,PILA02,Cuniculus paca,7/27/20,20:50:04
25843,PILA02,Cuniculus paca,7/29/20,3:02:47
25844,PILA02,Cuniculus paca,8/1/20,2:13:24
25848,PILA02,Cuniculus paca,8/8/20,18:45:36
25850,PILA02,Cuniculus paca,8/11/20,22:39:43
25852,PILA02,Cuniculus paca,8/15/20,19:07:41
25854,PILA02,Cuniculus paca,9/15/20,0:34:52
25856,PILA02,Cuniculus paca,9/18/20,21:30:24
25857,PILA02,Cuniculus paca,9/21/20,20:26:19
25859,PILA02,Cuniculus paca,9/24/20,22:57:13
25411,PILA02,Dasyprocta punctata,8/31/18,7:08:05
25860,PILA02,Dasyprocta punctata,5/4/20,8:14:45
25275,PILA02,Dasypus novemcitus,6/29/17,1:36:15
25255,PILA02,Dasypus novemcitus,7/18/17,21:25:43
25182,PILA02,Didelphis marsupialis,12/7/17,1:20:13
25210,PILA02,Didelphis marsupialis,12/16/17,2:54:11
25194,PILA02,Didelphis marsupialis,12/20/17,2:28:58
25234,PILA02,Didelphis marsupialis,1/3/18,21:37:11
25192,PILA02,Didelphis marsupialis,1/8/18,22:59:41
25444,PILA02,Didelphis marsupialis,8/4/18,0:16:53
25443,PILA02,Didelphis marsupialis,8/11/18,19:27:39
25461,PILA02,Didelphis marsupialis,8/18/18,1:18:08
25061,PILA02,Didelphis marsupialis,11/9/18,2:45:01
25131,PILA02,Didelphis marsupialis,12/16/18,1:08:45
25865,PILA02,Didelphis marsupialis,12/4/19,23:13:54
25867,PILA02,Didelphis marsupialis,12/25/19,1:23:29
25868,PILA02,Didelphis marsupialis,12/30/19,23:56:30
25871,PILA02,Didelphis marsupialis,1/1/20,23:17:36
25874,PILA02,Didelphis marsupialis,1/4/20,0:10:42
25880,PILA02,Didelphis marsupialis,1/23/20,1:47:30
25882,PILA02,Didelphis marsupialis,1/25/20,20:42:27
25884,PILA02,Didelphis marsupialis,2/13/20,1:58:10
25887,PILA02,Didelphis marsupialis,2/21/20,1:38:27
25890,PILA02,Didelphis marsupialis,2/25/20,3:47:31
25895,PILA02,Didelphis marsupialis,3/2/20,1:24:26
25896,PILA02,Didelphis marsupialis,7/5/20,23:59:59
25344,PILA02,Eira barbara,6/7/17,13:40:29
25113,PILA02,Eira barbara,3/5/19,14:40:04
25898,PILA02,Eira barbara,7/20/20,9:23:02
25899,PILA02,Eira barbara,7/23/20,9:31:08
25901,PILA02,Eira barbara,7/27/20,10:25:20
25353,PILA02,Leopardus pardalis,7/1/17,5:00:14
25005,PILA02,Leopardus pardalis,10/18/17,3:21:41
25171,PILA02,Leopardus pardalis,1/6/18,20:55:55
25178,PILA02,Leopardus pardalis,1/31/18,18:04:02
25447,PILA02,Leopardus pardalis,5/30/18,20:10:24
25471,PILA02,Leopardus pardalis,7/5/18,23:45:56
25087,PILA02,Leopardus pardalis,10/18/18,1:40:50
25051,PILA02,Leopardus pardalis,11/27/18,3:33:08
25049,PILA02,Leopardus pardalis,11/28/18,22:55:06
25903,PILA02,Leopardus pardalis,1/2/20,20:16:24
25906,PILA02,Leopardus pardalis,1/29/20,21:09:55
25908,PILA02,Leopardus pardalis,5/25/20,21:26:59
25909,PILA02,Leopardus pardalis,9/13/20,5:07:30
25469,PILA02,Leopardus tigrinus oncilla,8/7/18,11:28:33
25161,PILA02,Leopardus tigrinus oncilla,9/27/18,4:28:09
25101,PILA02,Leopardus tigrinus oncilla,11/1/18,23:59:16
25147,PILA02,Leopardus tigrinus oncilla,11/12/18,21:37:11
25043,PILA02,Leopardus tigrinus oncilla,11/27/18,18:31:32
25143,PILA02,Leopardus tigrinus oncilla,12/16/18,1:22:30
25910,PILA02,Mazama temama,12/31/19,2:03:43
25912,PILA02,Mazama temama,1/9/20,11:39:34
25917,PILA02,Mazama temama,3/2/20,2:50:48
25920,PILA02,Mazama temama,3/4/20,17:55:01
25922,PILA02,Mazama temama,4/6/20,19:40:04
25924,PILA02,Mazama temama,4/20/20,16:33:47
25925,PILA02,Mazama temama,5/2/20,3:11:26
25927,PILA02,Mazama temama,5/3/20,10:33:01
25929,PILA02,Mazama temama,5/13/20,9:40:06
25250,PILA02,Nasua narica,6/12/17,11:18:23
25216,PILA02,Nasua narica,1/4/18,7:17:44
25097,PILA02,Nasua narica,10/2/18,7:40:39
25055,PILA02,Nasua narica,12/22/18,6:47:57
25931,PILA02,Nasua narica,11/27/19,9:26:58
25933,PILA02,Nasua narica,1/4/20,11:54:46
25934,PILA02,Nasua narica,3/30/20,8:58:30
25940,PILA02,Nasua narica,5/24/20,10:27:41
25941,PILA02,Nasua narica,6/4/20,16:34:06
25943,PILA02,Nasua narica,7/6/20,14:45:29
25261,PILA02,Panthera onca,7/14/17,4:32:44
25032,PILA02,Panthera onca,10/30/17,11:45:53
25035,PILA02,Panthera onca,11/19/17,12:27:08
25172,PILA02,Panthera onca,12/26/17,14:26:19
25456,PILA02,Panthera onca,7/1/18,16:05:43
25466,PILA02,Panthera onca,8/28/18,21:37:19
24987,PILA02,Panthera onca,5/17/19,10:05:03
25187,PILA02,Pecari tajacu,12/26/17,10:27:58
25169,PILA02,Pecari tajacu,1/21/18,17:25:05
25946,PILA02,Pecari tajacu,5/4/20,10:20:14
25952,PILA02,Pecari tajacu,5/7/20,11:59:32
25954,PILA02,Pecari tajacu,8/5/20,8:54:05
25956,PILA02,Pecari tajacu,9/1/20,7:11:24
25081,PILA02,Procyon lotor,11/12/18,19:35:43
25065,PILA02,Procyon lotor,12/3/18,0:52:43
25059,PILA02,Procyon lotor,2/13/19,21:09:40
25004,PILA02,Puma concolor,10/19/17,2:26:41
25085,PILA02,Puma concolor,9/28/18,2:56:28
25117,PILA02,Puma concolor,10/20/18,17:13:37
25000,PILA02,Speothos venaticus,11/6/17,10:57:25
25421,PILA02,Sylvilagus dicei,7/24/18,19:29:53
25436,PILA02,Sylvilagus dicei,7/27/18,0:45:43
25431,PILA02,Sylvilagus dicei,7/30/18,1:34:05
25405,PILA02,Sylvilagus dicei,8/4/18,1:03:40
25440,PILA02,Sylvilagus dicei,8/5/18,18:30:03
25407,PILA02,Sylvilagus dicei,8/13/18,18:03:28
25452,PILA02,Sylvilagus dicei,8/17/18,23:28:14
25487,PILA02,Sylvilagus dicei,8/20/18,23:42:26
25488,PILA02,Sylvilagus dicei,8/22/18,22:32:27
25434,PILA02,Sylvilagus dicei,8/24/18,20:56:22
25425,PILA02,Sylvilagus dicei,8/30/18,22:17:32
25441,PILA02,Sylvilagus dicei,9/3/18,0:29:04
25419,PILA02,Sylvilagus dicei,9/4/18,21:06:18
25416,PILA02,Sylvilagus dicei,9/16/18,1:33:14
25482,PILA02,Sylvilagus dicei,9/18/18,21:32:27
25457,PILA02,Sylvilagus dicei,9/22/18,20:42:34
25099,PILA02,Sylvilagus dicei,9/29/18,17:41:07
25063,PILA02,Sylvilagus dicei,10/1/18,1:13:20
25153,PILA02,Sylvilagus dicei,10/2/18,1:27:05
25137,PILA02,Sylvilagus dicei,10/8/18,2:33:33
25073,PILA02,Sylvilagus dicei,10/25/18,17:22:47
25057,PILA02,Sylvilagus dicei,10/30/18,23:36:21
25045,PILA02,Sylvilagus dicei,11/6/18,17:18:12
25093,PILA02,Sylvilagus dicei,11/10/18,17:38:50
25959,PILA02,Sylvilagus dicei,12/3/19,20:08:54
25962,PILA02,Sylvilagus dicei,2/22/20,22:36:56
25963,PILA02,Sylvilagus dicei,8/1/20,1:57:15
25967,PILA02,Sylvilagus dicei,8/3/20,0:37:43
25971,PILA02,Sylvilagus dicei,8/5/20,17:48:41
25974,PILA02,Sylvilagus dicei,8/20/20,18:15:59
25976,PILA02,Sylvilagus dicei,8/28/20,18:12:24
25977,PILA02,Sylvilagus dicei,9/12/20,22:21:08
25982,PILA02,Sylvilagus dicei,9/21/20,2:45:32
25283,PILA02,Tapirus bairdii,6/20/17,22:34:28
25350,PILA02,Tapirus bairdii,7/18/17,22:43:38
25296,PILA02,Tapirus bairdii,8/12/17,2:24:23
25308,PILA02,Tapirus bairdii,9/12/17,4:09:49
25309,PILA02,Tapirus bairdii,9/17/17,22:50:31
25014,PILA02,Tapirus bairdii,10/25/17,2:45:01
25177,PILA02,Tapirus bairdii,12/20/17,11:52:46
25207,PILA02,Tapirus bairdii,1/28/18,20:00:55
25486,PILA02,Tapirus bairdii,7/5/18,0:38:22
25985,PILA02,Tapirus bairdii,12/22/19,1:50:53
25987,PILA02,Tapirus bairdii,12/28/19,19:05:52
25989,PILA02,Tapirus bairdii,1/15/20,17:47:02
26000,PILA02,Tapirus bairdii,2/19/20,17:02:55
26003,PILA02,Tapirus bairdii,2/24/20,1:24:02
26005,PILA02,Tapirus bairdii,3/4/20,20:41:30
26014,PILA02,Tapirus bairdii,4/26/20,21:46:09
26016,PILA02,Tapirus bairdii,5/24/20,19:55:10
26019,PILA02,Tapirus bairdii,7/5/20,17:44:21
26021,PILA02,Tapirus bairdii,8/30/20,18:12:23
26205,PILA03,Bassaricyon gabbii,7/7/18,22:41:35
26081,PILA03,Bassariscus sumichrasti,9/27/18,4:51:04
26164,PILA03,Canis latrans,8/24/17,21:50:56
26166,PILA03,Canis latrans,8/29/17,6:45:39
26230,PILA03,Conepatus semistriatus,8/12/18,19:58:20
26149,PILA03,Cuniculus paca,6/2/17,22:25:18
26050,PILA03,Cuniculus paca,9/30/17,0:00:00
26235,PILA03,Cuniculus paca,6/24/18,19:37:19
26030,PILA03,Cuniculus paca,5/24/19,22:13:51
26041,PILA03,Cuniculus paca,5/26/19,0:25:13
26028,PILA03,Cuniculus paca,5/29/19,20:03:13
26237,PILA03,Cuniculus paca,11/25/19,18:50:13
26239,PILA03,Cuniculus paca,8/12/20,22:34:28
26241,PILA03,Cuniculus paca,8/14/20,21:33:56
26243,PILA03,Cuniculus paca,9/8/20,20:30:02
26212,PILA03,Dasyprocta punctata,6/27/18,6:51:49
26103,PILA03,Dasyprocta punctata,2/16/19,14:58:24
26121,PILA03,Dasypus novemcitus,11/7/18,19:24:15
26107,PILA03,Dasypus novemcitus,12/5/18,20:30:43
26051,PILA03,Didelphis marsupialis,7/31/17,0:00:00
26052,PILA03,Didelphis marsupialis,9/30/17,0:00:00
26246,PILA03,Didelphis marsupialis,6/8/20,20:18:06
26211,PILA03,Eira barbara,8/20/18,5:09:33
26248,PILA03,Eira barbara,6/10/20,6:54:30
26249,PILA03,Eira barbara,6/29/20,16:49:09
26251,PILA03,Eira barbara,7/2/20,10:35:18
26255,PILA03,Herpailurus yaguarondi,5/12/20,16:56:35
26257,PILA03,Homo sapiens,2/3/20,15:36:45
26263,PILA03,Homo sapiens,2/6/20,16:42:32
26273,PILA03,Homo sapiens,4/17/20,9:26:06
26277,PILA03,Homo sapiens,6/12/20,8:52:40
26279,PILA03,Homo sapiens,6/14/20,10:05:08
26282,PILA03,Homo sapiens,6/23/20,12:06:29
26284,PILA03,Homo sapiens,7/25/20,9:45:28
26287,PILA03,Homo sapiens,7/27/20,9:16:03
26290,PILA03,Homo sapiens,7/28/20,10:48:05
26293,PILA03,Homo sapiens,7/29/20,14:48:11
26295,PILA03,Homo sapiens,9/5/20,12:29:06
26298,PILA03,Homo sapiens,9/7/20,12:21:27
26302,PILA03,Homo sapiens,9/15/20,10:32:30
26305,PILA03,Homo sapiens,9/23/20,11:08:02
26310,PILA03,Homo sapiens,9/25/20,9:30:45
26208,PILA03,Leopardus pardalis,7/5/18,23:03:48
26025,PILA03,Leopardus pardalis,6/2/19,21:34:53
26315,PILA03,Leopardus pardalis,4/24/20,21:17:22
26317,PILA03,Leopardus pardalis,5/6/20,14:01:48
26319,PILA03,Leopardus pardalis,5/25/20,22:15:19
26321,PILA03,Leopardus pardalis,6/9/20,20:10:01
26323,PILA03,Leopardus pardalis,8/16/20,1:01:06
26325,PILA03,Leopardus pardalis,8/19/20,3:32:57
26327,PILA03,Leopardus pardalis,8/21/20,9:43:40
26203,PILA03,Leopardus tigrinus oncilla,8/2/18,3:37:10
26190,PILA03,Leopardus tigrinus oncilla,8/27/18,23:11:10
26087,PILA03,Leopardus tigrinus oncilla,1/25/19,10:46:18
26026,PILA03,Leopardus tigrinus oncilla,5/19/19,23:38:39
26329,PILA03,Leopardus tigrinus oncilla,12/20/19,0:57:44
26331,PILA03,Leopardus tigrinus oncilla,2/4/20,1:57:02
26332,PILA03,Leopardus tigrinus oncilla,4/24/20,18:29:03
26334,PILA03,Leopardus tigrinus oncilla,7/21/20,18:43:06
26341,PILA03,Leopardus wiedii,9/2/20,3:57:29
26343,PILA03,Mazama temama,2/3/20,9:42:13
26346,PILA03,Mazama temama,5/17/20,10:20:06
26349,PILA03,Mazama temama,5/25/20,5:46:12
26351,PILA03,Mazama temama,5/29/20,6:12:25
26353,PILA03,Mazama temama,6/2/20,17:13:20
26358,PILA03,Mazama temama,6/12/20,1:10:29
26360,PILA03,Mazama temama,8/13/20,13:34:55
26362,PILA03,Mazama temama,8/15/20,10:49:38
26150,PILA03,Nasua narica,9/9/17,7:17:44
26219,PILA03,Nasua narica,6/28/18,14:33:06
26151,PILA03,Panthera onca,7/29/17,20:03:13
26215,PILA03,Panthera onca,8/28/18,21:04:09
26024,PILA03,Panthera onca,5/20/19,19:05:55
26364,PILA03,Pecari tajacu,12/1/19,7:41:54
26368,PILA03,Pecari tajacu,6/7/20,4:53:21
26099,PILA03,Procyon lotor,12/3/18,4:12:06
26069,PILA03,Procyon lotor,2/13/19,21:50:56
26197,PILA03,Puma concolor,6/21/18,0:28:43
26201,PILA03,Puma concolor,7/9/18,14:46:05
26079,PILA03,Puma concolor,9/28/18,2:22:06
26370,PILA03,Puma concolor,7/10/20,16:25:48
26372,PILA03,Puma concolor,9/19/20,0:49:31
26232,PILA03,Sylvilagus dicei,7/23/18,19:23:12
26214,PILA03,Sylvilagus dicei,8/8/18,3:02:34
26196,PILA03,Sylvilagus dicei,8/10/18,17:44:26
26216,PILA03,Sylvilagus dicei,8/24/18,3:16:58
26204,PILA03,Sylvilagus dicei,8/29/18,17:33:43
26188,PILA03,Sylvilagus dicei,9/2/18,1:26:58
26223,PILA03,Sylvilagus dicei,9/12/18,1:05:15
26217,PILA03,Sylvilagus dicei,9/13/18,16:51:45
26189,PILA03,Sylvilagus dicei,9/21/18,16:32:18
26111,PILA03,Sylvilagus dicei,10/25/18,19:26:33
26073,PILA03,Sylvilagus dicei,11/9/18,18:31:32
26117,PILA03,Sylvilagus dicei,11/14/18,21:30:18
26067,PILA03,Sylvilagus dicei,2/27/19,22:39:03
26039,PILA03,Sylvilagus dicei,5/16/19,17:09:02
26047,PILA03,Sylvilagus dicei,5/31/19,18:06:20
26033,PILA03,Sylvilagus dicei,6/14/19,16:48:24
26374,PILA03,Sylvilagus dicei,11/27/19,22:14:45
26378,PILA03,Sylvilagus dicei,11/29/19,19:23:03
26382,PILA03,Sylvilagus dicei,12/2/19,17:15:06
26392,PILA03,Sylvilagus dicei,12/6/19,1:45:57
26402,PILA03,Sylvilagus dicei,12/9/19,1:30:52
26430,PILA03,Sylvilagus dicei,12/14/19,17:35:43
26436,PILA03,Sylvilagus dicei,12/17/19,1:03:27
26438,PILA03,Sylvilagus dicei,12/18/19,3:30:16
26446,PILA03,Sylvilagus dicei,12/23/19,17:52:22
26458,PILA03,Sylvilagus dicei,12/26/19,17:37:05
26459,PILA03,Sylvilagus dicei,2/2/20,19:05:11
26466,PILA03,Sylvilagus dicei,2/4/20,21:29:46
26468,PILA03,Sylvilagus dicei,2/7/20,18:25:51
26475,PILA03,Sylvilagus dicei,4/18/20,2:47:30
26477,PILA03,Sylvilagus dicei,4/30/20,21:38:53
26479,PILA03,Sylvilagus dicei,5/3/20,20:02:15
26481,PILA03,Sylvilagus dicei,5/8/20,0:14:39
26486,PILA03,Sylvilagus dicei,5/14/20,3:31:57
26488,PILA03,Sylvilagus dicei,5/18/20,3:44:27
26490,PILA03,Sylvilagus dicei,5/22/20,16:12:52
26492,PILA03,Sylvilagus dicei,5/23/20,18:03:47
26494,PILA03,Sylvilagus dicei,5/31/20,12:56:00
26495,PILA03,Sylvilagus dicei,6/2/20,19:28:25
26497,PILA03,Sylvilagus dicei,6/3/20,21:38:38
26499,PILA03,Sylvilagus dicei,6/9/20,17:10:58
26503,PILA03,Sylvilagus dicei,6/26/20,18:45:15
26505,PILA03,Sylvilagus dicei,7/4/20,0:30:48
26507,PILA03,Sylvilagus dicei,7/13/20,17:51:53
26509,PILA03,Sylvilagus dicei,7/17/20,3:53:30
26513,PILA03,Sylvilagus dicei,7/20/20,22:28:24
26514,PILA03,Sylvilagus dicei,7/26/20,18:30:46
26516,PILA03,Sylvilagus dicei,7/31/20,20:00:24
26518,PILA03,Sylvilagus dicei,8/2/20,18:15:38
26521,PILA03,Sylvilagus dicei,8/8/20,0:01:19
26525,PILA03,Sylvilagus dicei,8/13/20,17:57:29
26526,PILA03,Sylvilagus dicei,8/17/20,3:16:29
26528,PILA03,Sylvilagus dicei,8/18/20,3:48:35
26529,PILA03,Sylvilagus dicei,8/19/20,18:09:52
26531,PILA03,Sylvilagus dicei,8/22/20,18:09:56
26534,PILA03,Sylvilagus dicei,8/27/20,23:43:55
26537,PILA03,Sylvilagus dicei,9/2/20,17:53:37
26538,PILA03,Sylvilagus dicei,9/4/20,18:09:54
26540,PILA03,Sylvilagus dicei,9/15/20,3:24:21
26542,PILA03,Sylvilagus dicei,9/25/20,2:45:28
26152,PILA03,Tapirus bairdii,7/30/17,0:00:00
26193,PILA03,Tapirus bairdii,7/4/18,23:52:59
26057,PILA03,Tapirus bairdii,10/7/18,21:37:11
26077,PILA03,Tapirus bairdii,10/10/18,5:18:34
26065,PILA03,Tapirus bairdii,11/1/18,0:32:05
26053,PILA03,Tapirus bairdii,12/16/18,1:36:15
26543,PILA03,Tapirus bairdii,9/13/20,22:59:23
26862,PILA04,Bassaricyon gabbii,2/10/20,22:00:53
26628,PILA04,Bassariscus sumichrasti,12/27/18,21:41:46
26640,PILA04,Bassariscus sumichrasti,1/9/19,18:54:27
26634,PILA04,Bassariscus sumichrasti,1/22/19,18:36:07
26604,PILA04,Bassariscus sumichrasti,1/28/19,1:01:53
26707,PILA04,Canis latrans,8/24/17,22:13:51
26704,PILA04,Canis latrans,8/29/17,6:59:24
26821,PILA04,Conepatus semistriatus,7/21/18,4:25:00
26588,PILA04,Conepatus semistriatus,4/7/19,0:06:53
26717,PILA04,Cuniculus paca,8/23/17,19:31:08
26758,PILA04,Cuniculus paca,9/7/17,19:47:10
26744,PILA04,Cuniculus paca,9/17/17,20:10:05
26813,PILA04,Cuniculus paca,9/19/17,21:14:15
26865,PILA04,Cuniculus paca,6/9/20,20:58:43
26867,PILA04,Cuniculus paca,6/15/20,22:37:51
26869,PILA04,Cuniculus paca,8/15/20,22:56:53
26872,PILA04,Cuniculus paca,8/19/20,23:15:15
26874,PILA04,Cuniculus paca,8/27/20,1:27:58
26877,PILA04,Cuniculus paca,9/8/20,20:58:30
26592,PILA04,Dasyprocta punctata,4/13/19,10:48:35
26880,PILA04,Dasyprocta punctata,9/10/20,15:49:37
26882,PILA04,Dasypus novemcitus,12/18/19,20:44:04
26827,PILA04,Eira barbara,7/24/18,13:37:01
26705,PILA04,Felis catus,6/19/17,19:56:20
26884,PILA04,Homo sapiens,1/12/20,9:50:41
26914,PILA04,Homo sapiens,1/14/20,10:13:51
26935,PILA04,Homo sapiens,1/22/20,11:47:24
26956,PILA04,Homo sapiens,1/28/20,10:16:42
26974,PILA04,Homo sapiens,2/2/20,12:11:04
26983,PILA04,Homo sapiens,2/3/20,15:13:00
26990,PILA04,Homo sapiens,2/6/20,17:04:15
27000,PILA04,Homo sapiens,2/13/20,14:56:15
27004,PILA04,Homo sapiens,2/16/20,9:56:18
27005,PILA04,Homo sapiens,2/22/20,12:52:34
27007,PILA04,Homo sapiens,2/23/20,15:00:19
27008,PILA04,Homo sapiens,3/12/20,11:24:25
27009,PILA04,Homo sapiens,3/13/20,13:15:13
27010,PILA04,Homo sapiens,4/16/20,7:36:43
27011,PILA04,Homo sapiens,4/17/20,9:05:10
27013,PILA04,Homo sapiens,6/12/20,9:18:12
27015,PILA04,Homo sapiens,6/14/20,9:41:39
27018,PILA04,Homo sapiens,6/23/20,11:46:40
27019,PILA04,Homo sapiens,7/25/20,10:13:18
27021,PILA04,Homo sapiens,7/27/20,8:55:45
27023,PILA04,Homo sapiens,7/28/20,11:18:25
27024,PILA04,Homo sapiens,7/29/20,14:22:22
27025,PILA04,Homo sapiens,9/5/20,12:53:57
27028,PILA04,Homo sapiens,9/7/20,11:53:10
27031,PILA04,Homo sapiens,9/15/20,11:02:36
27033,PILA04,Homo sapiens,9/23/20,11:46:19
27038,PILA04,Homo sapiens,9/25/20,8:55:09
27041,PILA04,Leopardus pardalis,4/3/20,1:49:38
27044,PILA04,Leopardus pardalis,4/15/20,1:39:51
26610,PILA04,Leopardus tigrinus oncilla,2/27/19,13:45:04
27047,PILA04,Leopardus tigrinus oncilla,12/5/19,4:51:50
27049,PILA04,Leopardus tigrinus oncilla,1/14/20,21:57:48
27050,PILA04,Leopardus tigrinus oncilla,2/10/20,4:46:20
27052,PILA04,Leopardus tigrinus oncilla,2/20/20,10:24:24
27055,PILA04,Leopardus tigrinus oncilla,2/28/20,10:57:27
27058,PILA04,Leopardus tigrinus oncilla,4/20/20,18:30:23
27059,PILA04,Leopardus tigrinus oncilla,7/1/20,23:08:54
26655,PILA04,Mazama temama,12/24/17,9:26:05
26664,PILA04,Mazama temama,1/1/18,15:23:36
26833,PILA04,Mazama temama,8/22/18,18:17:05
27060,PILA04,Mazama temama,6/12/20,12:11:58
27062,PILA04,Mazama temama,9/10/20,18:15:58
26683,PILA04,Nasua narica,1/6/18,16:20:54
26859,PILA04,Nasua narica,8/28/18,10:46:43
27064,PILA04,Nasua narica,5/18/20,14:08:08
27065,PILA04,Nasua narica,5/21/20,6:28:01
27067,PILA04,Nasua narica,5/31/20,11:04:49
26823,PILA04,Odocoileus virginianus,6/18/18,6:12:29
26586,PILA04,Panthera onca,3/18/19,13:47:21
27069,PILA04,Panthera onca,12/6/19,15:02:11
27073,PILA04,Panthera onca,12/27/19,6:21:20
27078,PILA04,Panthera onca,1/10/20,12:41:06
27084,PILA04,Panthera onca,2/29/20,1:51:57
27087,PILA04,Pecari tajacu,5/2/20,9:39:35
26580,PILA04,Potos flavus,10/30/17,18:20:05
26759,PILA04,Puma concolor,8/11/17,22:02:23
26767,PILA04,Puma concolor,8/26/17,2:01:28
26729,PILA04,Puma concolor,9/10/17,19:03:37
26651,PILA04,Puma concolor,12/19/17,0:59:35
26836,PILA04,Puma concolor,6/20/18,23:33:58
27090,PILA04,Puma concolor,12/31/19,7:00:57
27094,PILA04,Puma concolor,4/3/20,21:37:04
27097,PILA04,Puma concolor,7/23/20,18:37:40
27099,PILA04,Sylvilagus dicei,6/4/20,23:14:06
27102,PILA04,Sylvilagus dicei,6/11/20,17:37:26
27104,PILA04,Sylvilagus dicei,6/24/20,4:33:00
27107,PILA04,Sylvilagus dicei,6/30/20,4:17:25
27108,PILA04,Sylvilagus dicei,7/1/20,23:47:51
27111,PILA04,Sylvilagus dicei,8/10/20,17:59:11
27112,PILA04,Sylvilagus dicei,8/22/20,18:08:43
27114,PILA04,Sylvilagus dicei,8/29/20,20:58:06
27116,PILA04,Sylvilagus dicei,9/2/20,22:29:43
27122,PILA04,Sylvilagus dicei,9/8/20,17:23:19
26731,PILA04,Tapirus bairdii,6/30/17,1:06:28
26728,PILA04,Tapirus bairdii,7/25/17,1:54:35
26709,PILA04,Tapirus bairdii,7/30/17,5:46:04
26703,PILA04,Tapirus bairdii,8/7/17,4:39:36
